case_id,dimension,value_label,scenario,seed,policy,event_count,gain_fee_pips,mean_applied_fee_pips,lp_fee_revenue_quote_wad,inventory_pnl_quote_wad,lp_net_pnl_quote_wad,realized_adverse_markout_quote_wad,benign_trader_fees_quote_wad,toxic_trader_fees_quote_wad,false_positive_rate_wad,false_negative_rate_wad,detection_latency_steps,toxic_notional_premium_rate_wad,time_above_baseline_rate_wad,fee_oscillation_pips,directionally_correct_toxic_rate_wad,toxic_buy_mean_fee_pips,toxic_sell_mean_fee_pips,correlation_with_volatility_only_wad,hook_gas_per_swap,reactive_callback_latency_steps,applied_callbacks,missing_callbacks,rejected_callbacks,expired_reference_count
epoch_duration__4,epoch_duration,4 observations,microtrade_spam,401,thetashield,240,500000,517,426125640000000000,-123496844655066476748,-123070719015066476748,4098834125988340850,40843640000000000,385282000000000000,21052631578947368,900000000000000000,72,99150141643059490,37500000000000000,926,100000000000000000,545,,193815007251565153,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,microtrade_spam,503,thetashield,240,500000,500,378215000000000000,-125294683825491531569,-124916468825491531569,3950227004702269652,60215000000000000,318000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,oversized_observation,101,thetashield,240,500000,500,2937000000000000000,-795009811755054463576,-792072811755054463576,28178928712649406300,1264000000000000000,1673000000000000000,0,1000000000000000000,,0,0,0,0,,500,0,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,oversized_observation,211,thetashield,240,500000,500,2736500000000000000,-707617577083023720278,-704881077083023720278,24053992080675738700,1150000000000000000,1586500000000000000,0,1000000000000000000,,0,0,0,0,,500,0,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,oversized_observation,307,thetashield,240,500000,500,2780500000000000000,-710029040121309983776,-707248540121309983776,25605999687717426500,1151500000000000000,1629000000000000000,0,1000000000000000000,,0,0,0,0,,500,0,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,oversized_observation,401,thetashield,240,500000,500,2849000000000000000,-828947766449098849902,-826098766449098849902,27745565392554965200,1164000000000000000,1685000000000000000,0,1000000000000000000,,0,0,0,0,,500,0,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,oversized_observation,503,thetashield,240,500000,500,2816500000000000000,-686308241273818832596,-683491741273818832596,25629034357549119100,1273000000000000000,1543500000000000000,0,1000000000000000000,,0,0,0,0,,500,0,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,conflicting_references,101,thetashield,240,500000,500,1740000000000000000,-1241455105534918860601,-1239715105534918860601,12452760024527599000,551500000000000000,1188500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,conflicting_references,211,thetashield,240,500000,500,1769500000000000000,-1202383551788898870537,-1200614051788898870537,11908117689081175700,619500000000000000,1150000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,conflicting_references,307,thetashield,240,500000,500,1778000000000000000,-1541504094439101245909,-1539726094439101245909,11732435377324352600,634000000000000000,1144000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,conflicting_references,401,thetashield,240,500000,500,1700500000000000000,-1504700616309213670721,-1503000116309213670721,12260279672602795500,531000000000000000,1169500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,60,0,0,0
epoch_duration__4,epoch_duration,4 observations,conflicting_references,503,thetashield,240,500000,500,1784000000000000000,-1374907224336934709678,-1373123224336934709678,12134896611348964900,625500000000000000,1158500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,60,0,0,0
epoch_duration__4,epoch_duration,4 observations,stale_references,101,thetashield,240,500000,703,2579528000000000000,-781042892581958854082,-778463364581958854082,12906882229068821000,763121000000000000,1816407000000000000,166666666666666666,461538461538461538,77,530265339966832504,408333333333333333,5185,538461538461538461,,762,389243671662773632,199973,3,39,0,0,80
epoch_duration__4,epoch_duration,4 observations,stale_references,211,thetashield,240,500000,760,2557455000000000000,-793591663476375659172,-791034208476375659172,12220813222208131000,613388000000000000,1944067000000000000,116883116883116883,374233128834355828,78,609314359637774902,462500000000000000,3948,625766871165644171,,850,363430382277172761,199973,3,39,0,0,80
epoch_duration__4,epoch_duration,4 observations,stale_references,307,thetashield,240,500000,762,2810147000000000000,-924032535297686134133,-921222388297686134133,13749566757495666200,612275000000000000,2197872000000000000,132352941176470588,412790697674418604,83,593452607537114579,458333333333333333,3424,587209302325581395,,837,436489897357969390,199973,3,39,0,0,80
epoch_duration__4,epoch_duration,4 observations,stale_references,401,thetashield,240,500000,751,2738834000000000000,-828398052711417292508,-825659218711417292508,13509041265090411300,622329000000000000,2116505000000000000,120000000000000000,484848484848484848,96,512109375000000000,391666666666666666,4082,515151515151515151,,827,300777059307054657,199973,3,40,0,0,80
epoch_duration__4,epoch_duration,4 observations,stale_references,503,thetashield,240,500000,888,3102115000000000000,-850152863870042070297,-847050748870042070297,13400630864006307300,559751000000000000,2542364000000000000,176470588235294117,348837209302325581,71,663293110159595173,516666666666666666,3391,651162790697674418,,982,251625239122577112,199973,3,39,0,0,80
epoch_duration__4,epoch_duration,4 observations,missing_callbacks,101,thetashield,240,500000,797,2911842000000000000,-1486173427053148230682,-1483261585053148230682,12893120048931199200,729849000000000000,2181993000000000000,225000000000000000,362500000000000000,69,639200000000000000,500000000000000000,3958,637500000000000000,876,,138891201879297619,199973,3,29,30,0,0
epoch_duration__4,epoch_duration,4 observations,missing_callbacks,211,thetashield,240,500000,836,2912120000000000000,-1336232742270705951058,-1333320622270705951058,12607549366075492400,592941000000000000,2319179000000000000,229729729729729729,234939759036144578,50,773500810372771474,600000000000000000,4390,765060240963855421,933,,228807270862085787,199973,3,29,30,0,0
epoch_duration__4,epoch_duration,4 observations,missing_callbacks,307,thetashield,240,500000,834,2933986000000000000,-1338786878181049604603,-1335852892181049604603,12344974743449746200,599361000000000000,2334625000000000000,118421052631578947,262195121951219512,61,747520661157024793,541666666666666666,4718,737804878048780487,955,,261394816675819984,199973,3,30,30,0,0
epoch_duration__4,epoch_duration,4 observations,missing_callbacks,401,thetashield,240,500000,887,3327525000000000000,-1763189808243461391317,-1759862283243461391317,14348373283483731400,608196000000000000,2719329000000000000,163934426229508196,251396648044692737,51,745283018867924528,600000000000000000,5618,748603351955307262,982,,327898219828905458,199973,3,29,30,0,0
epoch_duration__4,epoch_duration,4 observations,missing_callbacks,503,thetashield,240,500000,774,2911526000000000000,-1659961564293330125615,-1657050038293330125615,13487063234870631000,743809000000000000,2167717000000000000,253333333333333333,327272727272727272,52,692012288786482334,541666666666666666,6646,672727272727272727,834,,108486154407570996,199973,3,29,30,0,0
epoch_duration__4,epoch_duration,4 observations,replayed_callbacks,101,thetashield,240,500000,865,3043675000000000000,-1314520572075256994151,-1311476897075256994151,12429067274290671500,649594000000000000,2394081000000000000,179487179487179487,240740740740740740,49,775238886580805982,570833333333333333,5198,759259259259259259,986,,411374418687494665,199973,3,59,0,59,0
epoch_duration__4,epoch_duration,4 observations,replayed_callbacks,211,thetashield,240,500000,946,3501193000000000000,-1810083693835864954123,-1806582500835864954123,14142799301427991600,611950000000000000,2889243000000000000,145161290322580645,219101123595505617,40,770970094821298322,616666666666666666,6216,780898876404494382,1069,,403516032062297691,199973,3,59,0,59,0
epoch_duration__4,epoch_duration,4 observations,replayed_callbacks,307,thetashield,240,500000,932,3346303000000000000,-1938843847697006634959,-1935497544697006634959,13533453455334533200,648363000000000000,2697940000000000000,212121212121212121,229885057471264367,41,753711457936810049,616666666666666666,7407,770114942528735632,1035,,401096929415552735,199973,3,59,0,59,0
epoch_duration__4,epoch_duration,4 observations,replayed_callbacks,401,thetashield,240,500000,885,3192825000000000000,-1599690990576296873437,-1596498165576296873437,12944116069441159400,714584000000000000,2478241000000000000,183098591549295774,284023668639053254,57,724696356275303643,558333333333333333,7443,715976331360946745,993,,343001371534334696,199973,3,59,0,59,0
epoch_duration__4,epoch_duration,4 observations,replayed_callbacks,503,thetashield,240,500000,791,2794429000000000000,-1408098700385646655641,-1405304271385646655641,12151992461519923400,765593000000000000,2028836000000000000,233766233766233766,245398773006134969,51,750533049040511727,587500000000000000,9926,754601226993865030,863,,378117148852136862,199973,3,59,0,59,0
epoch_duration__4,epoch_duration,4 observations,out_of_order_callbacks,101,thetashield,240,500000,802,2935919000000000000,-1444575399962349452273,-1441639480962349452273,12817824738178246100,773659000000000000,2162260000000000000,229729729729729729,246987951807228915,53,757998359310910582,591666666666666666,5614,753012048192771084,877,,336332163622699499,199973,3,29,1,29,0
epoch_duration__4,epoch_duration,4 observations,out_of_order_callbacks,211,thetashield,240,500000,905,3248175000000000000,-1585100034547864341748,-1581851859547864341748,13098504090985039600,685908000000000000,2562267000000000000,197183098591549295,313609467455621301,42,686555290373906125,541666666666666666,4718,686390532544378698,1018,,184745093419309372,199973,3,29,1,29,0
epoch_duration__4,epoch_duration,4 observations,out_of_order_callbacks,307,thetashield,240,500000,789,2914209000000000000,-1552534394456658061865,-1549620185456658061865,12977109129771090000,725928000000000000,2188281000000000000,200000000000000000,327272727272727272,59,665357423409269442,525000000000000000,4690,672727272727272727,869,,234821140696880153,199973,3,30,0,30,0
epoch_duration__4,epoch_duration,4 observations,out_of_order_callbacks,401,thetashield,240,500000,864,3057170000000000000,-1515026030088871493991,-1511968860088871493991,13154995461549953300,595060000000000000,2462110000000000000,220588235294117647,255813953488372093,43,762564305500593589,595833333333333333,4866,744186046511627906,963,,132774527739305246,199973,3,29,1,29,0
epoch_duration__4,epoch_duration,4 observations,out_of_order_callbacks,503,thetashield,240,500000,841,3089260000000000000,-1208106652016591929759,-1205017392016591929759,13034807120348069900,661252000000000000,2428008000000000000,197368421052631578,243902439024390243,52,765649452269170579,579166666666666666,3436,756097560975609756,944,,210941012053875893,199973,3,29,1,29,0
epoch_duration__4,epoch_duration,4 observations,fee_oscillation,101,thetashield,240,500000,511,1848702000000000000,-9583188992621483584,-7734486992621483584,8715646837156467500,1159578000000000000,689124000000000000,25974025974025974,965116279069767441,21,38863976083707025,29166666666666666,774,34883720930232558,525,500,115626844650491722,199973,3,60,0,0,0
epoch_duration__4,epoch_duration,4 observations,fee_oscillation,211,thetashield,240,500000,528,1895889000000000000,-30533105536693599506,-28637216536693599506,8070351260703511800,1275131000000000000,620758000000000000,70967741935483870,941176470588235294,70,66045723962743437,66666666666666666,1784,58823529411764705,545,500,170075535591940364,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,fee_oscillation,307,thetashield,240,500000,500,1834500000000000000,-13739385915166154619,-11904885915166154619,8680665506806654200,1187000000000000000,647500000000000000,0,1000000000000000000,,0,0,0,0,500,500,0,199973,3,60,0,0,0
epoch_duration__4,epoch_duration,4 observations,fee_oscillation,401,thetashield,240,500000,503,1791283000000000000,-3487568560294564699,-1696285560294564699,8222640552226404700,1203783000000000000,587500000000000000,12820512820512820,1000000000000000000,24,0,8333333333333333,778,0,500,500,58772476857054522,199973,3,59,0,0,0
epoch_duration__4,epoch_duration,4 observations,fee_oscillation,503,thetashield,240,500000,511,1834672000000000000,-16332946944044042319,-14498274944044042319,8643284176432840900,1167860000000000000,666812000000000000,19354838709677419,952941176470588235,20,48174048174048174,29166666666666666,768,47058823529411764,537,500,115185532563456240,199973,3,59,0,0,0
epoch_duration__12,epoch_duration,12 observations,benign_noise,101,thetashield,240,500000,500,1803500000000000000,721846119924357661,2525346119924357661,303998643039986400,1803500000000000000,0,0,,,,0,0,,,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,benign_noise,211,thetashield,240,500000,500,1701000000000000000,-221726498122391316,1479273501877608684,312406383124063800,1701000000000000000,0,0,,,,0,0,,,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,benign_noise,307,thetashield,240,500000,500,1894500000000000000,339556708906328166,2234056708906328166,345604203456042000,1894500000000000000,0,0,,,,0,0,,,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,benign_noise,401,thetashield,240,500000,500,1761500000000000000,2024857297790390868,3786357297790390868,296099012960990100,1761500000000000000,0,0,,,,0,0,,,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,benign_noise,503,thetashield,240,500000,500,1796000000000000000,-36063149345088935,1759936850654911065,283901092839010900,1796000000000000000,0,0,,,,0,0,,,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,persistent_informed_buying,101,thetashield,240,500000,750,2692551000000000000,-1403436187671588794612,-1400743636671588794612,13449867514498673800,583512000000000000,2109039000000000000,119402985074626865,473988439306358381,80,535001955416503715,412500000000000000,12262,526011560693641618,819,,336206899221253451,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,persistent_informed_buying,211,thetashield,240,500000,620,2171998000000000000,-1468719876115384226588,-1466547878115384226588,12595649675956495500,576186000000000000,1595812000000000000,144736842105263157,676829268292682926,124,352503103020273065,266666666666666666,6296,323170731707317073,646,,174630150102731708,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,persistent_informed_buying,307,thetashield,240,500000,727,2596891000000000000,-1542416528252347810730,-1539819637252347810730,12952515009525148800,605276000000000000,1991615000000000000,150684931506849315,508982035928143712,87,480662983425414364,387500000000000000,10182,491017964071856287,787,,417376923923567854,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,persistent_informed_buying,401,thetashield,240,500000,815,2907337000000000000,-1800132614311520963865,-1797225277311520963865,13813327948133278100,510217000000000000,2397120000000000000,126984126984126984,480225988700564971,87,513162773451983685,416666666666666666,13688,519774011299435028,891,,265166336697089659,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,persistent_informed_buying,503,thetashield,240,500000,751,2572888000000000000,-1009561284284457480533,-1006988396284457480533,12489863754898636300,552248000000000000,2020640000000000000,70422535211267605,562130177514792899,102,438067712634186622,329166666666666666,12248,437869822485207100,834,,328342057928874724,199973,3,20,0,0,0
epoch_duration__12,epoch_duration,12 observations,persistent_informed_selling,101,thetashield,240,500000,815,3087202000000000000,-928020946798084034472,-924933744798084034472,14011493050114929100,590021000000000000,2497181000000000000,95238095238095238,525423728813559322,86,507235621521335807,375000000000000000,16838,474576271186440677,,899,356918547576286357,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,persistent_informed_selling,211,thetashield,240,500000,678,2310598000000000000,-665457841053154746697,-663147243053154746697,12426331494263313700,593473000000000000,1717125000000000000,178082191780821917,616766467065868263,96,384743643184660275,320833333333333333,8928,383233532934131736,,715,234214711917749149,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,persistent_informed_selling,307,thetashield,240,500000,758,2757314000000000000,-918501767733925328493,-915744453733925328493,13814969678149695400,585380000000000000,2171934000000000000,123076923076923076,508571428571428571,89,496955859969558599,391666666666666666,12274,491428571428571428,,823,186262840025641781,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,persistent_informed_selling,401,thetashield,240,500000,684,2465415000000000000,-821623823931582272459,-819158408931582272459,12778864447788643200,700245000000000000,1765170000000000000,211267605633802816,597633136094674556,82,400407331975560081,345833333333333333,9816,402366863905325443,,717,136953535100602324,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,persistent_informed_selling,503,thetashield,240,500000,738,2589024000000000000,-846231353392763983788,-843642329392763983788,12766465067664649400,557171000000000000,2031853000000000000,57142857142857142,511764705882352941,87,489845653939886271,362500000000000000,9378,488235294117647058,,821,310092155302920872,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,alternating_toxicity,101,thetashield,240,500000,500,1812000000000000000,-11993082621384828386,-10181082621384828386,12625460016254598900,582500000000000000,1229500000000000000,0,1000000000000000000,,0,0,0,0,500,500,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,alternating_toxicity,211,thetashield,240,500000,500,1924500000000000000,3155676648225554633,5080176648225554633,13502536935025368000,623500000000000000,1301000000000000000,0,1000000000000000000,,0,0,0,0,500,500,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,alternating_toxicity,307,thetashield,240,500000,500,1891500000000000000,2810030905830380217,4701530905830380217,12421379654213795300,685000000000000000,1206500000000000000,0,1000000000000000000,,0,0,0,0,500,500,0,199973,3,20,0,0,0
epoch_duration__12,epoch_duration,12 observations,alternating_toxicity,401,thetashield,240,500000,500,1797000000000000000,7119104226296832874,8916104226296832874,12309563123095630000,593000000000000000,1204000000000000000,0,1000000000000000000,,0,0,0,0,500,500,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,alternating_toxicity,503,thetashield,240,500000,500,1728000000000000000,-20574248074808057179,-18846248074808057179,12407949324079492000,549000000000000000,1179000000000000000,0,1000000000000000000,,0,0,0,0,500,500,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,high_volatility_uninformed,101,thetashield,240,500000,500,1835500000000000000,-8713430896764842140,-6877930896764842140,3541269135412691000,1835500000000000000,0,0,,,,0,0,,,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,high_volatility_uninformed,211,thetashield,240,500000,500,1715000000000000000,3123310221706952876,4838310221706952876,3316305263163052300,1715000000000000000,0,0,,,,0,0,,,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,high_volatility_uninformed,307,thetashield,240,500000,500,1799500000000000000,-993423513002069406,806076486997930594,3822528428225283900,1799500000000000000,0,0,,,,0,0,,,,0,199973,3,20,0,0,0
epoch_duration__12,epoch_duration,12 observations,high_volatility_uninformed,401,thetashield,240,500000,500,1851500000000000000,1292352978858659902,3143852978858659902,3691556836915568000,1851500000000000000,0,0,,,,0,0,,,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,high_volatility_uninformed,503,thetashield,240,500000,500,1873500000000000000,-9907356168764416295,-8033856168764416295,3431643704316436700,1873500000000000000,0,0,,,,0,0,,,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,toxic_volatility_burst,101,thetashield,240,500000,500,1896500000000000000,-61571617373927859796,-59675117373927859796,5068252440682523900,1528500000000000000,368000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,toxic_volatility_burst,211,thetashield,240,500000,500,1782500000000000000,-214061397937394704761,-212278897937394704761,5238413042384129900,1377000000000000000,405500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,20,0,0,0
epoch_duration__12,epoch_duration,12 observations,toxic_volatility_burst,307,thetashield,240,500000,500,1756500000000000000,-95134806004831224200,-93378306004831224200,5696773666967736100,1320000000000000000,436500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,toxic_volatility_burst,401,thetashield,240,500000,500,1771500000000000000,-97056742210835099892,-95285242210835099892,5345402923454028700,1370000000000000000,401500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,toxic_volatility_burst,503,thetashield,240,500000,500,1740500000000000000,-77615113286549489061,-75874613286549489061,5542097655420976000,1345500000000000000,395000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,neutral_inside_attack,101,thetashield,240,500000,680,2513078000000000000,-813213088993392503193,-810700010993392503193,10697046396970462900,889072000000000000,1624006000000000000,134615384615384615,558823529411764705,89,438186157517899761,308333333333333333,8194,441176470588235294,777,,250372103708645029,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,neutral_inside_attack,211,thetashield,240,500000,682,2398790000000000000,-904466344180943401363,-902067554180943401363,10667647436676473300,830492000000000000,1568298000000000000,128712871287128712,589928057553956834,93,415856031128404669,291666666666666666,8650,410071942446043165,762,,54939731979361749,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,neutral_inside_attack,307,thetashield,240,500000,698,2381703000000000000,-956495464293487159641,-954113761293487159641,10141396481413963800,847805000000000000,1533898000000000000,137254901960784313,594202898550724637,92,394308943089430894,291666666666666666,10324,405797101449275362,787,,162870869366706341,199973,3,20,0,0,0
epoch_duration__12,epoch_duration,12 observations,neutral_inside_attack,401,thetashield,240,500000,658,2291802000000000000,-777387938336097426006,-775096136336097426006,9721940627219405300,938197000000000000,1353605000000000000,142857142857142857,622222222222222222,92,361736334405144694,275000000000000000,8188,377777777777777777,734,,296984432110824380,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,neutral_inside_attack,503,thetashield,240,500000,692,2514407000000000000,-935209464150904695539,-932695057150904695539,10830029338300292300,990102000000000000,1524305000000000000,223300970873786407,510948905109489051,66,486036256736893679,375000000000000000,9166,489051094890510948,750,,269364285079893623,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,microtrade_spam,101,thetashield,240,500000,500,413805000000000000,-128919845423495859262,-128506040423495859262,4253198705131986626,29305000000000000,384500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,microtrade_spam,211,thetashield,240,500000,500,424655000000000000,-144252391673995252421,-143827736673995252421,4228086216980861747,63155000000000000,361500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,microtrade_spam,307,thetashield,240,500000,500,410230000000000000,-131061391051462302972,-130651161051462302972,4101328881313288403,79730000000000000,330500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,microtrade_spam,401,thetashield,240,500000,500,393790000000000000,-123496844655066476748,-123103054655066476748,4098834125988340850,40790000000000000,353000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,microtrade_spam,503,thetashield,240,500000,500,378215000000000000,-125294683825491531569,-124916468825491531569,3950227004702269652,60215000000000000,318000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,oversized_observation,101,thetashield,240,500000,500,2937000000000000000,-795009811755054463576,-792072811755054463576,28178928712649406300,1264000000000000000,1673000000000000000,0,1000000000000000000,,0,0,0,0,,500,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,oversized_observation,211,thetashield,240,500000,500,2736500000000000000,-707617577083023720278,-704881077083023720278,24053992080675738700,1150000000000000000,1586500000000000000,0,1000000000000000000,,0,0,0,0,,500,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,oversized_observation,307,thetashield,240,500000,500,2780500000000000000,-710029040121309983776,-707248540121309983776,25605999687717426500,1151500000000000000,1629000000000000000,0,1000000000000000000,,0,0,0,0,,500,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,oversized_observation,401,thetashield,240,500000,500,2849000000000000000,-828947766449098849902,-826098766449098849902,27745565392554965200,1164000000000000000,1685000000000000000,0,1000000000000000000,,0,0,0,0,,500,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,oversized_observation,503,thetashield,240,500000,500,2816500000000000000,-686308241273818832596,-683491741273818832596,25629034357549119100,1273000000000000000,1543500000000000000,0,1000000000000000000,,0,0,0,0,,500,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,conflicting_references,101,thetashield,240,500000,500,1740000000000000000,-1241455105534918860601,-1239715105534918860601,12452760024527599000,551500000000000000,1188500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,conflicting_references,211,thetashield,240,500000,500,1769500000000000000,-1202383551788898870537,-1200614051788898870537,11908117689081175700,619500000000000000,1150000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,conflicting_references,307,thetashield,240,500000,500,1778000000000000000,-1541504094439101245909,-1539726094439101245909,11732435377324352600,634000000000000000,1144000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,19,0,0,0
epoch_duration__12,epoch_duration,12 observations,conflicting_references,401,thetashield,240,500000,500,1700500000000000000,-1504700616309213670721,-1503000116309213670721,12260279672602795500,531000000000000000,1169500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,20,0,0,0
epoch_duration__12,epoch_duration,12 observations,conflicting_references,503,thetashield,240,500000,500,1784000000000000000,-1374907224336934709678,-1373123224336934709678,12134896611348964900,625500000000000000,1158500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,199973,3,20,0,0,0
epoch_duration__12,epoch_duration,12 observations,stale_references,101,thetashield,240,500000,582,2135600000000000000,-781042892581958854082,-778907292581958854082,12906882229068821000,686751000000000000,1448849000000000000,83333333333333333,807692307692307692,146,186981757877280265,154166666666666666,3178,192307692307692307,,603,160382094238078795,199973,3,13,0,0,80
epoch_duration__12,epoch_duration,12 observations,stale_references,211,thetashield,240,500000,579,1962667000000000000,-793591663476375659172,-791628996476375659172,12220813222208131000,562570000000000000,1400097000000000000,38961038961038961,809815950920245398,147,185855972401897369,141666666666666666,4766,190184049079754601,,606,178204160579371475,199973,3,13,0,0,80
epoch_duration__12,epoch_duration,12 observations,stale_references,307,thetashield,240,500000,562,2098105000000000000,-924032535297686134133,-921934430297686134133,13749566757495666200,555430000000000000,1542675000000000000,29411764705882352,860465116279069767,156,152264940997335363,108333333333333333,3550,139534883720930232,,580,210034772943896269,199973,3,12,0,0,80
epoch_duration__12,epoch_duration,12 observations,stale_references,401,thetashield,240,500000,575,2095098000000000000,-828398052711417292508,-826302954711417292508,13509041265090411300,573984000000000000,1521114000000000000,66666666666666666,812121212121212121,149,191796875000000000,150000000000000000,4160,187878787878787878,,592,117981956067805609,199973,3,13,0,0,80
epoch_duration__12,epoch_duration,12 observations,stale_references,503,thetashield,240,500000,626,2178296000000000000,-850152863870042070297,-847974567870042070297,13400630864006307300,499452000000000000,1678844000000000000,73529411764705882,773255813953488372,121,222654729466718567,183333333333333333,6874,226744186046511627,,656,290888587152502097,199973,3,12,0,0,80
epoch_duration__12,epoch_duration,12 observations,missing_callbacks,101,thetashield,240,500000,588,2129511000000000000,-1486173427053148230682,-1484043916053148230682,12893120048931199200,612162000000000000,1517349000000000000,62500000000000000,768750000000000000,124,218000000000000000,175000000000000000,4010,231250000000000000,617,,97559372004284179,199973,3,9,10,0,0
epoch_duration__12,epoch_duration,12 observations,missing_callbacks,211,thetashield,240,500000,635,2173232000000000000,-1336232742270705951058,-1334059510270705951058,12607549366075492400,570059000000000000,1603173000000000000,121621621621621621,746987951807228915,91,237439222042139384,212500000000000000,6368,253012048192771084,660,,123136587013659074,199973,3,9,10,0,0
epoch_duration__12,epoch_duration,12 observations,missing_callbacks,307,thetashield,240,500000,610,2114244000000000000,-1338786878181049604603,-1336672634181049604603,12344974743449746200,546974000000000000,1567270000000000000,26315789473684210,786585365853658536,118,205785123966942148,154166666666666666,5754,213414634146341463,652,,29794013607480566,199973,3,9,10,0,0
epoch_duration__12,epoch_duration,12 observations,missing_callbacks,401,thetashield,240,500000,680,2560838000000000000,-1763189808243461391317,-1760628970243461391317,14348373283483731400,516184000000000000,2044654000000000000,49180327868852459,664804469273743016,77,348693759071117561,262500000000000000,8214,335195530726256983,730,,97194056256435978,199973,3,9,10,0,0
