mode,scenario,seed,policy,gain_fee_pips,mean_applied_fee_pips,lp_fee_revenue_quote_wad,lp_net_pnl_quote_wad,realized_adverse_markout_quote_wad,false_positive_rate_wad,false_negative_rate_wad,requested_notional_quote_wad,executed_notional_quote_wad,volume_lost_quote_wad,volume_retained_rate_wad,benign_volume_retained_rate_wad,toxic_volume_retained_rate_wad,retained_event_count,coverage_eligible_epochs,coverage_deficit_epochs,latest_coverage_ratio_wad
inelastic,stale_references,401,thetashield,500000,669,2456238000000000000,-825941814711417292508,13509041265090411300,80000000000000000,587878787878787878,3638000000000000000000,3638000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,stale_references,401,coverage_thetashield,450000,664,2439108000000000000,-825958944711417292508,13509041265090411300,80000000000000000,587878787878787878,3638000000000000000000,3638000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,12,12,168860489979619582
inelastic,stale_references,503,thetashield,500000,782,2707582000000000000,-847445281870042070297,13400630864006307300,132352941176470588,529069767441860465,3501000000000000000000,3501000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,stale_references,503,coverage_thetashield,450000,773,2676236000000000000,-847476627870042070297,13400630864006307300,132352941176470588,529069767441860465,3501000000000000000000,3501000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,13,13,176292342048517537
inelastic,missing_callbacks,101,thetashield,500000,671,2456877000000000000,-1483716550053148230682,12893120048931199200,125000000000000000,575000000000000000,3653000000000000000000,3653000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,missing_callbacks,101,coverage_thetashield,450000,669,2449971000000000000,-1483723456053148230682,12893120048931199200,125000000000000000,575000000000000000,3653000000000000000000,3653000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,242958893795416458
inelastic,missing_callbacks,211,thetashield,500000,695,2444951000000000000,-1333787791270705951058,12607549366075492400,148648648648648648,548192771084337349,3430000000000000000000,3430000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,missing_callbacks,211,coverage_thetashield,450000,691,2428452000000000000,-1333804290270705951058,12607549366075492400,148648648648648648,548192771084337349,3430000000000000000000,3430000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,207812423223005989
inelastic,missing_callbacks,307,thetashield,500000,735,2586491000000000000,-1336200387181049604603,12344974743449746200,65789473684210526,554878048780487804,3475000000000000000000,3475000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,missing_callbacks,307,coverage_thetashield,450000,728,2563134000000000000,-1336223744181049604603,12344974743449746200,65789473684210526,554878048780487804,3475000000000000000000,3475000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,22,21,260217456665506465
inelastic,missing_callbacks,401,thetashield,500000,787,2951640000000000000,-1760238168243461391317,14348373283483731400,131147540983606557,536312849162011173,3701000000000000000000,3701000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,missing_callbacks,401,coverage_thetashield,450000,778,2917105000000000000,-1760272703243461391317,14348373283483731400,131147540983606557,536312849162011173,3701000000000000000000,3701000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,278614862625381624
inelastic,missing_callbacks,503,thetashield,500000,694,2579250000000000000,-1657382314293330125615,13487063234870631000,146666666666666666,527272727272727272,3753000000000000000000,3753000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,missing_callbacks,503,coverage_thetashield,450000,692,2572209000000000000,-1657389355293330125615,13487063234870631000,146666666666666666,527272727272727272,3753000000000000000000,3753000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,203822720135468000
inelastic,replayed_callbacks,101,thetashield,500000,804,2814523000000000000,-1311706049075256994151,12429067274290671500,153846153846153846,376543209876543209,3498000000000000000000,3498000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,replayed_callbacks,101,coverage_thetashield,450000,796,2785109000000000000,-1311735463075256994151,12429067274290671500,153846153846153846,376543209876543209,3498000000000000000000,3498000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,210575507314430217
inelastic,replayed_callbacks,211,thetashield,500000,884,3251206000000000000,-1806832487835864954123,14142799301427991600,80645161290322580,331460674157303370,3771000000000000000000,3771000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,replayed_callbacks,211,coverage_thetashield,450000,871,3206811000000000000,-1806876882835864954123,14142799301427991600,80645161290322580,331460674157303370,3771000000000000000000,3771000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,253731347980613918
inelastic,replayed_callbacks,307,thetashield,500000,909,3270560000000000000,-1935573287697006634959,13533453455334533200,196969696969696969,293103448275862068,3564000000000000000000,3564000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,replayed_callbacks,307,coverage_thetashield,450000,895,3218638000000000000,-1935625209697006634959,13533453455334533200,196969696969696969,293103448275862068,3564000000000000000000,3564000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,22,22,329329643070558525
inelastic,replayed_callbacks,401,thetashield,500000,841,3031705000000000000,-1596659285576296873437,12944116069441159400,169014084507042253,331360946745562130,3613000000000000000000,3613000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,replayed_callbacks,401,coverage_thetashield,450000,828,2987688000000000000,-1596703302576296873437,12944116069441159400,169014084507042253,331360946745562130,3613000000000000000000,3613000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,276642557359689402
inelastic,replayed_callbacks,503,thetashield,500000,744,2629693000000000000,-1405469007385646655641,12151992461519923400,168831168831168831,392638036809815950,3536000000000000000000,3536000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,replayed_callbacks,503,coverage_thetashield,450000,741,2616608000000000000,-1405482092385646655641,12151992461519923400,168831168831168831,392638036809815950,3536000000000000000000,3536000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,240572980906921265
inelastic,out_of_order_callbacks,101,thetashield,500000,676,2485140000000000000,-1442090259962349452273,12817824738178246100,189189189189189189,674698795180722891,3639000000000000000000,3639000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,out_of_order_callbacks,101,coverage_thetashield,450000,674,2475853000000000000,-1442099546962349452273,12817824738178246100,189189189189189189,674698795180722891,3639000000000000000000,3639000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,205713372717508076
inelastic,out_of_order_callbacks,211,thetashield,500000,690,2530995000000000000,-1582569039547864341748,13098504090985039600,84507042253521126,597633136094674556,3557000000000000000000,3557000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,out_of_order_callbacks,211,coverage_thetashield,450000,683,2503621000000000000,-1582596413547864341748,13098504090985039600,84507042253521126,597633136094674556,3557000000000000000000,3557000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,118806548193934723
inelastic,out_of_order_callbacks,307,thetashield,500000,675,2525052000000000000,-1550009342456658061865,12977109129771090000,133333333333333333,587878787878787878,3747000000000000000000,3747000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,out_of_order_callbacks,307,coverage_thetashield,450000,673,2517837000000000000,-1550016557456658061865,12977109129771090000,133333333333333333,587878787878787878,3747000000000000000000,3747000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,176431112698644134
inelastic,out_of_order_callbacks,401,thetashield,500000,722,2533746000000000000,-1512492284088871493991,13154995461549953300,161764705882352941,529069767441860465,3514000000000000000000,3514000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,out_of_order_callbacks,401,coverage_thetashield,450000,718,2518801000000000000,-1512507229088871493991,13154995461549953300,161764705882352941,529069767441860465,3514000000000000000000,3514000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,189166784461152901
inelastic,out_of_order_callbacks,503,thetashield,500000,693,2507433000000000000,-1205599219016591929759,13034807120348069900,92105263157894736,585365853658536585,3628000000000000000000,3628000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,out_of_order_callbacks,503,coverage_thetashield,450000,690,2498145000000000000,-1205608507016591929759,13034807120348069900,92105263157894736,585365853658536585,3628000000000000000000,3628000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,20,194808738994692495
inelastic,fee_oscillation,101,thetashield,500000,500,1811000000000000000,-7772188992621483584,8715646837156467500,0,1000000000000000000,3622000000000000000000,3622000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,fee_oscillation,101,coverage_thetashield,450000,500,1811000000000000000,-7772188992621483584,8715646837156467500,0,1000000000000000000,3622000000000000000000,3622000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,14,2187281250000000218
inelastic,fee_oscillation,211,thetashield,500000,500,1791500000000000000,-28741605536693599506,8070351260703511800,0,1000000000000000000,3583000000000000000000,3583000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,fee_oscillation,211,coverage_thetashield,450000,500,1791500000000000000,-28741605536693599506,8070351260703511800,0,1000000000000000000,3583000000000000000000,3583000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,15,3182136363636363954
inelastic,fee_oscillation,307,thetashield,500000,500,1834500000000000000,-11904885915166154619,8680665506806654200,0,1000000000000000000,3669000000000000000000,3669000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,fee_oscillation,307,coverage_thetashield,450000,500,1834500000000000000,-11904885915166154619,8680665506806654200,0,1000000000000000000,3669000000000000000000,3669000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,13,3859081521739130820
inelastic,fee_oscillation,401,thetashield,500000,500,1773000000000000000,-1714568560294564699,8222640552226404700,0,1000000000000000000,3546000000000000000000,3546000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,fee_oscillation,401,coverage_thetashield,450000,500,1773000000000000000,-1714568560294564699,8222640552226404700,0,1000000000000000000,3546000000000000000000,3546000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,20,13,2410117529880478328
inelastic,fee_oscillation,503,thetashield,500000,500,1796000000000000000,-14536946944044042319,8643284176432840900,0,1000000000000000000,3592000000000000000000,3592000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
inelastic,fee_oscillation,503,coverage_thetashield,450000,500,1796000000000000000,-14536946944044042319,8643284176432840900,0,1000000000000000000,3592000000000000000000,3592000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,15,285215223635617591
elastic,benign_noise,101,thetashield,500000,500,1803500000000000000,2525346119924357661,303998643039986400,0,,3607000000000000000000,3607000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,benign_noise,101,coverage_thetashield,450000,500,1803500000000000000,2525346119924357661,303998643039986400,0,,3607000000000000000000,3607000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,20,0,14569971428571430028
elastic,benign_noise,211,thetashield,500000,500,1701000000000000000,1479273501877608684,312406383124063800,0,,3402000000000000000000,3402000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,benign_noise,211,coverage_thetashield,450000,500,1701000000000000000,1479273501877608684,312406383124063800,0,,3402000000000000000000,3402000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,20,0,3943267605633803211
elastic,benign_noise,307,thetashield,500000,500,1894500000000000000,2234056708906328166,345604203456042000,0,,3789000000000000000000,3789000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,benign_noise,307,coverage_thetashield,450000,500,1894500000000000000,2234056708906328166,345604203456042000,0,,3789000000000000000000,3789000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,0,5987773255813954087
elastic,benign_noise,401,thetashield,500000,500,1761500000000000000,3786357297790390868,296099012960990100,0,,3523000000000000000000,3523000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,benign_noise,401,coverage_thetashield,450000,500,1761500000000000000,3786357297790390868,296099012960990100,0,,3523000000000000000000,3523000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,0,3147833333333333648
elastic,benign_noise,503,thetashield,500000,500,1796000000000000000,1759936850654911065,283901092839010900,0,,3592000000000000000000,3592000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,benign_noise,503,coverage_thetashield,450000,500,1796000000000000000,1759936850654911065,283901092839010900,0,,3592000000000000000000,3592000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,0,3006028481012658528
elastic,persistent_informed_buying,101,thetashield,500000,845,3025662000000000000,-1392101668695555455720,13391373363913732300,179104477611940298,296511627906976744,3578000000000000000000,3565000000000000000000,13000000000000000000,996366685299049748,1000000000000000000,994915917090340242,239,0,0,
elastic,persistent_informed_buying,101,coverage_thetashield,450000,836,2991806000000000000,-1392135524695555455720,13391373363913732300,179104477611940298,296511627906976744,3578000000000000000000,3565000000000000000000,13000000000000000000,996366685299049748,1000000000000000000,994915917090340242,239,21,21,227409070571827079
elastic,persistent_informed_buying,211,thetashield,500000,721,2461572000000000000,-1446186474462595960411,12328676373286762500,109589041095890410,496894409937888198,3438000000000000000000,3350000000000000000000,88000000000000000000,974403723094822571,963761018609206660,978899462143152668,234,0,0,
elastic,persistent_informed_buying,211,coverage_thetashield,450000,718,2450806000000000000,-1446197240462595960411,12328676373286762500,109589041095890410,496894409937888198,3438000000000000000000,3350000000000000000000,88000000000000000000,974403723094822571,963761018609206660,978899462143152668,234,21,21,201077030679198459
elastic,persistent_informed_buying,307,thetashield,500000,825,2882730000000000000,-1514418571053985722087,12813828878138287500,225352112676056338,337349397590361445,3582000000000000000000,3529000000000000000000,53000000000000000000,985203796761585706,973282442748091603,990134175217048145,237,0,0,
elastic,persistent_informed_buying,307,coverage_thetashield,450000,814,2847368000000000000,-1514453933053985722087,12813828878138287500,225352112676056338,337349397590361445,3582000000000000000000,3529000000000000000000,53000000000000000000,985203796761585706,973282442748091603,990134175217048145,237,21,21,216782819525193820
elastic,persistent_informed_buying,401,thetashield,500000,913,3284034000000000000,-1789510321304185612622,13741435137414350000,129032258064516129,360000000000000000,3598000000000000000000,3579000000000000000000,19000000000000000000,994719288493607559,994450610432852386,994809047089358546,237,0,0,
elastic,persistent_informed_buying,401,coverage_thetashield,450000,897,3224674000000000000,-1789569681304185612622,13741435137414350000,129032258064516129,360000000000000000,3598000000000000000000,3579000000000000000000,19000000000000000000,994719288493607559,994450610432852386,994809047089358546,237,22,22,329006394923478942
elastic,persistent_informed_buying,503,thetashield,500000,912,3065380000000000000,-977206054488027804470,12217890952178908300,88235294117647058,319277108433734939,3402000000000000000000,3305000000000000000000,97000000000000000000,971487360376249265,956122448979591836,977704376548307184,234,0,0,
elastic,persistent_informed_buying,503,coverage_thetashield,450000,896,3034701000000000000,-978496190679001867308,12222090532220904100,101449275362318840,319277108433734939,3402000000000000000000,3326000000000000000000,76000000000000000000,977660199882422104,977551020408163265,977704376548307184,235,21,19,271471379475758122
elastic,persistent_informed_selling,101,thetashield,500000,956,3530606000000000000,-918409272394163773613,13840175918401757800,126984126984126984,304597701149425287,3701000000000000000000,3667000000000000000000,34000000000000000000,990813293704404215,1000000000000000000,987384044526901669,237,0,0,
elastic,persistent_informed_selling,101,coverage_thetashield,450000,935,3453822000000000000,-918486056394163773613,13840175918401757800,126984126984126984,304597701149425287,3701000000000000000000,3667000000000000000000,34000000000000000000,990813293704404215,1000000000000000000,987384044526901669,237,21,21,313479723543888464
elastic,persistent_informed_selling,211,thetashield,500000,771,2634403000000000000,-651107225213130608940,12333422203334220800,169014084507042253,430303030303030303,3407000000000000000000,3361000000000000000000,46000000000000000000,986498385676548282,974206349206349206,991663192997082117,236,0,0,
elastic,persistent_informed_selling,211,coverage_thetashield,450000,765,2614423000000000000,-651127205213130608940,12333422203334220800,169014084507042253,430303030303030303,3407000000000000000000,3361000000000000000000,46000000000000000000,986498385676548282,974206349206349206,991663192997082117,236,21,20,4680468000000000468
elastic,persistent_informed_selling,307,thetashield,500000,885,3088709000000000000,-882359742580751109285,13501238305012381700,112903225806451612,350877192982456140,3621000000000000000000,3498000000000000000000,123000000000000000000,966031483015741507,933534743202416918,978310502283105022,233,0,0,
elastic,persistent_informed_selling,307,coverage_thetashield,450000,875,3079311000000000000,-889680094134943754418,13613949576139494400,112903225806451612,348837209302325581,3621000000000000000000,3521000000000000000000,100000000000000000000,972383319524993095,933534743202416918,987062404870624048,234,21,21,238186970968759884
elastic,persistent_informed_selling,401,thetashield,500000,797,2801498000000000000,-803756664751032643741,12607647326076472000,202898550724637681,365269461077844311,3603000000000000000000,3546000000000000000000,57000000000000000000,984179850124895920,977351916376306620,987372708757637474,236,0,0,
elastic,persistent_informed_selling,401,coverage_thetashield,450000,791,2782391000000000000,-803775771751032643741,12607647326076472000,202898550724637681,365269461077844311,3603000000000000000000,3546000000000000000000,57000000000000000000,984179850124895920,977351916376306620,987372708757637474,236,21,21,193866858632040985
elastic,persistent_informed_selling,503,thetashield,500000,858,2987287000000000000,-843244066392763983788,12766465067664649400,128571428571428571,311764705882352941,3500000000000000000000,3500000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,persistent_informed_selling,503,coverage_thetashield,450000,849,2953427000000000000,-843277926392763983788,12766465067664649400,128571428571428571,311764705882352941,3500000000000000000000,3500000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,22,21,2235071969696969920
elastic,alternating_toxicity,101,thetashield,500000,500,1812000000000000000,-10181082621384828386,12625460016254598900,0,1000000000000000000,3624000000000000000000,3624000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,alternating_toxicity,101,coverage_thetashield,450000,500,1812000000000000000,-10181082621384828386,12625460016254598900,0,1000000000000000000,3624000000000000000000,3624000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,20,170923076923076940
elastic,alternating_toxicity,211,thetashield,500000,553,2123961000000000000,5688540162391634896,13502536935025368000,116883116883116883,895061728395061728,3849000000000000000000,3837000000000000000000,12000000000000000000,996882307092751363,990376904570970328,1000000000000000000,239,0,0,
elastic,alternating_toxicity,211,coverage_thetashield,450000,553,2125549000000000000,5690128162391634896,13502536935025368000,116883116883116883,895061728395061728,3849000000000000000000,3837000000000000000000,12000000000000000000,996882307092751363,990376904570970328,1000000000000000000,239,21,21,163796865146579820
elastic,alternating_toxicity,307,thetashield,500000,500,1891500000000000000,4701530905830380217,12421379654213795300,0,1000000000000000000,3783000000000000000000,3783000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,alternating_toxicity,307,coverage_thetashield,450000,500,1891500000000000000,4701530905830380217,12421379654213795300,0,1000000000000000000,3783000000000000000000,3783000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,22,22,137577758141883376
elastic,alternating_toxicity,401,thetashield,500000,500,1797000000000000000,8916104226296832874,12309563123095630000,0,1000000000000000000,3594000000000000000000,3594000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,alternating_toxicity,401,coverage_thetashield,450000,500,1797000000000000000,8916104226296832874,12309563123095630000,0,1000000000000000000,3594000000000000000000,3594000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,22,22,116996239030505653
elastic,alternating_toxicity,503,thetashield,500000,523,1822594000000000000,-18751654074808057179,12407949324079492000,40000000000000000,945454545454545454,3456000000000000000000,3456000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,alternating_toxicity,503,coverage_thetashield,450000,524,1824215000000000000,-18750033074808057179,12407949324079492000,40000000000000000,945454545454545454,3456000000000000000000,3456000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,112521844660194186
elastic,high_volatility_uninformed,101,thetashield,500000,500,1835500000000000000,-6877930896764842140,3541269135412691000,0,,3671000000000000000000,3671000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,high_volatility_uninformed,101,coverage_thetashield,450000,500,1835500000000000000,-6877930896764842140,3541269135412691000,0,,3671000000000000000000,3671000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,18,534178041543026759
elastic,high_volatility_uninformed,211,thetashield,500000,500,1715000000000000000,4838310221706952876,3316305263163052300,0,,3430000000000000000000,3430000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,high_volatility_uninformed,211,coverage_thetashield,450000,500,1715000000000000000,4838310221706952876,3316305263163052300,0,,3430000000000000000000,3430000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,19,1624837500000000162
elastic,high_volatility_uninformed,307,thetashield,500000,500,1799500000000000000,806076486997930594,3822528428225283900,0,,3599000000000000000000,3599000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,high_volatility_uninformed,307,coverage_thetashield,450000,500,1799500000000000000,806076486997930594,3822528428225283900,0,,3599000000000000000000,3599000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,20,20,264962794432548206
elastic,high_volatility_uninformed,401,thetashield,500000,500,1851500000000000000,3143852978858659902,3691556836915568000,0,,3703000000000000000000,3703000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,high_volatility_uninformed,401,coverage_thetashield,450000,500,1851500000000000000,3143852978858659902,3691556836915568000,0,,3703000000000000000000,3703000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,20,508556338028169064
elastic,high_volatility_uninformed,503,thetashield,500000,500,1873500000000000000,-8033856168764416295,3431643704316436700,0,,3747000000000000000000,3747000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,high_volatility_uninformed,503,coverage_thetashield,450000,500,1873500000000000000,-8033856168764416295,3431643704316436700,0,,3747000000000000000000,3747000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,18,2095028571428571638
elastic,toxic_volatility_burst,101,thetashield,500000,556,2104847000000000000,-59500681159896631658,5068252440682523900,92896174863387978,875000000000000000,3793000000000000000000,3780000000000000000000,13000000000000000000,996572633799103611,995747464834805364,1000000000000000000,239,0,0,
elastic,toxic_volatility_burst,101,coverage_thetashield,450000,554,2097719000000000000,-59507809159896631658,5068252440682523900,92896174863387978,875000000000000000,3793000000000000000000,3780000000000000000000,13000000000000000000,996572633799103611,995747464834805364,1000000000000000000,239,20,7,2749725000000000274
elastic,toxic_volatility_burst,211,thetashield,500000,500,1782500000000000000,-212278897937394704761,5238413042384129900,0,1000000000000000000,3565000000000000000000,3565000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,toxic_volatility_burst,211,coverage_thetashield,450000,500,1782500000000000000,-212278897937394704761,5238413042384129900,0,1000000000000000000,3565000000000000000000,3565000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,22,8,2076204318936877284
elastic,toxic_volatility_burst,307,thetashield,500000,556,1942532000000000000,-93141158058433493923,5684174926841748700,98901098901098901,910714285714285714,3513000000000000000000,3488000000000000000000,25000000000000000000,992883575291773413,990530303030303030,1000000000000000000,238,0,0,
elastic,toxic_volatility_burst,307,coverage_thetashield,450000,554,1934720000000000000,-93148970058433493923,5684174926841748700,98901098901098901,910714285714285714,3513000000000000000000,3488000000000000000000,25000000000000000000,992883575291773413,990530303030303030,1000000000000000000,238,20,7,3431715686274510147
elastic,toxic_volatility_burst,401,thetashield,500000,544,1918996000000000000,-94860334240262954350,5295907872959078200,81967213114754098,890909090909090909,3543000000000000000000,3513000000000000000000,30000000000000000000,991532599491955969,992335766423357664,988792029887920298,238,0,0,
elastic,toxic_volatility_burst,401,coverage_thetashield,450000,543,1915364000000000000,-94863966240262954350,5295907872959078200,81967213114754098,890909090909090909,3543000000000000000000,3513000000000000000000,30000000000000000000,991532599491955969,992335766423357664,988792029887920298,238,21,7,11469441176470589382
elastic,toxic_volatility_burst,503,thetashield,500000,553,1917307000000000000,-75697806286549489061,5542097655420976000,59782608695652173,642857142857142857,3481000000000000000000,3481000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,toxic_volatility_burst,503,coverage_thetashield,450000,553,1916490000000000000,-75698623286549489061,5542097655420976000,59782608695652173,642857142857142857,3481000000000000000000,3481000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,20,7,4028723300970874189
elastic,neutral_inside_attack,101,thetashield,500000,758,2672718000000000000,-798887344681124078356,10325783523257834200,171717171717171717,401515151515151515,3698000000000000000000,3546000000000000000000,152000000000000000000,958896700919415900,952588895820336868,963723150357995226,231,0,0,
elastic,neutral_inside_attack,101,coverage_thetashield,450000,751,2648843000000000000,-798911219681124078356,10325783523257834200,171717171717171717,401515151515151515,3698000000000000000000,3546000000000000000000,152000000000000000000,958896700919415900,952588895820336868,963723150357995226,231,20,16,4411323529411765147
elastic,neutral_inside_attack,211,thetashield,500000,764,2612741000000000000,-889956288454697106374,10392874913928748100,171717171717171717,389705882352941176,3528000000000000000000,3434000000000000000000,94000000000000000000,973356009070294784,970108695652173913,975680933852140077,235,0,0,
elastic,neutral_inside_attack,211,coverage_thetashield,450000,756,2585651000000000000,-889983378454697106374,10392874913928748100,171717171717171717,389705882352941176,3528000000000000000000,3434000000000000000000,94000000000000000000,973356009070294784,970108695652173913,975680933852140077,235,21,18,7005565351351352051
elastic,neutral_inside_attack,307,thetashield,500000,764,2566342000000000000,-950605611739804040346,10076802940768028400,138613861386138613,445255474452554744,3418000000000000000000,3380000000000000000000,38000000000000000000,988882387361029842,984137931034482758,992378048780487804,238,0,0,
elastic,neutral_inside_attack,307,coverage_thetashield,450000,773,2595501000000000000,-953883585214035934364,10136796941367968400,171717171717171717,442028985507246376,3418000000000000000000,3382000000000000000000,36000000000000000000,989467524868344060,975172413793103448,1000000000000000000,237,21,18,2634871621621621885
elastic,neutral_inside_attack,401,thetashield,500000,745,2613401000000000000,-767889329127707517487,9711941627119415300,225490196078431372,474074074074074074,3549000000000000000000,3507000000000000000000,42000000000000000000,988165680473372781,975044563279857397,1000000000000000000,237,0,0,
elastic,neutral_inside_attack,401,coverage_thetashield,450000,738,2587272000000000000,-767915458127707517487,9711941627119415300,225490196078431372,474074074074074074,3549000000000000000000,3507000000000000000000,42000000000000000000,988165680473372781,975044563279857397,1000000000000000000,237,21,18,3703333333333333703
elastic,neutral_inside_attack,503,thetashield,500000,752,2677389000000000000,-913796802213152977378,10629249416292493100,257425742574257425,429629629629629629,3646000000000000000000,3582000000000000000000,64000000000000000000,982446516730663741,980685358255451713,983831455169034786,236,0,0,
elastic,neutral_inside_attack,503,coverage_thetashield,450000,746,2655131000000000000,-913819060213152977378,10629249416292493100,257425742574257425,429629629629629629,3646000000000000000000,3582000000000000000000,64000000000000000000,982446516730663741,980685358255451713,983831455169034786,236,21,18,3782927274509804299
elastic,microtrade_spam,101,thetashield,500000,500,413805000000000000,-128506040423495859262,4253198705131986626,0,1000000000000000000,827610000000000000000,827610000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
