mode,scenario,seed,policy,gain_fee_pips,mean_applied_fee_pips,lp_fee_revenue_quote_wad,lp_net_pnl_quote_wad,realized_adverse_markout_quote_wad,false_positive_rate_wad,false_negative_rate_wad,requested_notional_quote_wad,executed_notional_quote_wad,volume_lost_quote_wad,volume_retained_rate_wad,benign_volume_retained_rate_wad,toxic_volume_retained_rate_wad,retained_event_count,coverage_eligible_epochs,coverage_deficit_epochs,latest_coverage_ratio_wad
elastic,microtrade_spam,101,coverage_thetashield,450000,500,413805000000000000,-128506040423495859262,4253198705131986626,0,1000000000000000000,827610000000000000000,827610000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,16,16,92976151980598230
elastic,microtrade_spam,211,thetashield,500000,500,424655000000000000,-143827736673995252421,4228086216980861747,0,1000000000000000000,849310000000000000000,849310000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,microtrade_spam,211,coverage_thetashield,450000,500,424655000000000000,-143827736673995252421,4228086216980861747,0,1000000000000000000,849310000000000000000,849310000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,13,13,98490433314575136
elastic,microtrade_spam,307,thetashield,500000,500,410230000000000000,-130651161051462302972,4101328881313288403,0,1000000000000000000,820460000000000000000,820460000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,microtrade_spam,307,coverage_thetashield,450000,500,410230000000000000,-130651161051462302972,4101328881313288403,0,1000000000000000000,820460000000000000000,820460000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,14,14,94013465447154480
elastic,microtrade_spam,401,thetashield,500000,500,393790000000000000,-123103054655066476748,4098834125988340850,0,1000000000000000000,787580000000000000000,787580000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,microtrade_spam,401,coverage_thetashield,450000,500,393790000000000000,-123103054655066476748,4098834125988340850,0,1000000000000000000,787580000000000000000,787580000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,15,15,94235080937424508
elastic,microtrade_spam,503,thetashield,500000,500,378215000000000000,-124916468825491531569,3950227004702269652,0,1000000000000000000,756430000000000000000,756430000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,microtrade_spam,503,coverage_thetashield,450000,500,378215000000000000,-124916468825491531569,3950227004702269652,0,1000000000000000000,756430000000000000000,756430000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,13,13,87705770208439256
elastic,oversized_observation,101,thetashield,500000,500,2937000000000000000,-792072811755054463576,28178928712649406300,0,1000000000000000000,5874000000000000000000,5874000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,oversized_observation,101,coverage_thetashield,450000,500,2937000000000000000,-792072811755054463576,28178928712649406300,0,1000000000000000000,5874000000000000000000,5874000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,15,6030014705882353544
elastic,oversized_observation,211,thetashield,500000,500,2736500000000000000,-704881077083023720278,24053992080675738700,0,1000000000000000000,5473000000000000000000,5473000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,oversized_observation,211,coverage_thetashield,450000,500,2736500000000000000,-704881077083023720278,24053992080675738700,0,1000000000000000000,5473000000000000000000,5473000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,16,250235662148070932
elastic,oversized_observation,307,thetashield,500000,500,2780500000000000000,-707248540121309983776,25605999687717426500,0,1000000000000000000,5561000000000000000000,5561000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,oversized_observation,307,coverage_thetashield,450000,500,2780500000000000000,-707248540121309983776,25605999687717426500,0,1000000000000000000,5561000000000000000000,5561000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,20,15,113625000000000011
elastic,oversized_observation,401,thetashield,500000,500,2849000000000000000,-826098766449098849902,27745565392554965200,0,1000000000000000000,5698000000000000000000,5698000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,oversized_observation,401,coverage_thetashield,450000,500,2849000000000000000,-826098766449098849902,27745565392554965200,0,1000000000000000000,5698000000000000000000,5698000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,16,215986436704621588
elastic,oversized_observation,503,thetashield,500000,500,2816500000000000000,-683491741273818832596,25629034357549119100,0,1000000000000000000,5633000000000000000000,5633000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,oversized_observation,503,coverage_thetashield,450000,500,2816500000000000000,-683491741273818832596,25629034357549119100,0,1000000000000000000,5633000000000000000000,5633000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,15,137348901098901112
elastic,conflicting_references,101,thetashield,500000,500,1740000000000000000,-1239715105534918860601,12452760024527599000,0,1000000000000000000,3480000000000000000000,3480000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,conflicting_references,101,coverage_thetashield,450000,500,1740000000000000000,-1239715105534918860601,12452760024527599000,0,1000000000000000000,3480000000000000000000,3480000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,103228293867638140
elastic,conflicting_references,211,thetashield,500000,500,1769500000000000000,-1200614051788898870537,11908117689081175700,0,1000000000000000000,3539000000000000000000,3539000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,conflicting_references,211,coverage_thetashield,450000,500,1769500000000000000,-1200614051788898870537,11908117689081175700,0,1000000000000000000,3539000000000000000000,3539000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,20,110452811244979930
elastic,conflicting_references,307,thetashield,500000,500,1778000000000000000,-1539726094439101245909,11732435377324352600,0,1000000000000000000,3556000000000000000000,3556000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,conflicting_references,307,coverage_thetashield,450000,500,1778000000000000000,-1539726094439101245909,11732435377324352600,0,1000000000000000000,3556000000000000000000,3556000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,100626078028747443
elastic,conflicting_references,401,thetashield,500000,500,1700500000000000000,-1503000116309213670721,12260279672602795500,0,1000000000000000000,3401000000000000000000,3401000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,conflicting_references,401,coverage_thetashield,450000,500,1700500000000000000,-1503000116309213670721,12260279672602795500,0,1000000000000000000,3401000000000000000000,3401000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,94966928618205641
elastic,conflicting_references,503,thetashield,500000,500,1784000000000000000,-1373123224336934709678,12134896611348964900,0,1000000000000000000,3568000000000000000000,3568000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,conflicting_references,503,coverage_thetashield,450000,500,1784000000000000000,-1373123224336934709678,12134896611348964900,0,1000000000000000000,3568000000000000000000,3568000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,120832537229558876
elastic,stale_references,101,thetashield,500000,638,2334279000000000000,-778708613581958854082,12906882229068821000,154761904761904761,647435897435897435,3675000000000000000000,3675000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,stale_references,101,coverage_thetashield,450000,636,2327626000000000000,-778715266581958854082,12906882229068821000,154761904761904761,647435897435897435,3675000000000000000000,3675000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,12,12,291819863980364111
elastic,stale_references,211,thetashield,500000,670,2247526000000000000,-785804775878790198852,12114602601146024800,77922077922077922,617283950617283950,3419000000000000000000,3401000000000000000000,18000000000000000000,994735302720093594,1000000000000000000,992238033635187580,239,0,0,
elastic,stale_references,211,coverage_thetashield,450000,668,2241075000000000000,-785811226878790198852,12114602601146024800,77922077922077922,617283950617283950,3419000000000000000000,3401000000000000000000,18000000000000000000,994735302720093594,1000000000000000000,992238033635187580,239,12,12,185730567289363343
elastic,stale_references,307,thetashield,500000,625,2335116000000000000,-919260158802499938418,13637355536373554000,58823529411764705,678362573099415204,3688000000000000000000,3666000000000000000000,22000000000000000000,994034707158351409,1000000000000000000,991625428245146555,239,0,0,
elastic,stale_references,307,coverage_thetashield,450000,624,2329266000000000000,-919266008802499938418,13637355536373554000,58823529411764705,678362573099415204,3688000000000000000000,3666000000000000000000,22000000000000000000,994034707158351409,1000000000000000000,991625428245146555,239,13,13,240997868508655150
elastic,stale_references,401,thetashield,500000,676,2451095000000000000,-818401686781759378287,13392429603924294700,81081081081081081,597560975609756097,3638000000000000000000,3603000000000000000000,35000000000000000000,990379329301814183,987940630797773654,991406250000000000,238,0,0,
elastic,stale_references,401,coverage_thetashield,450000,672,2436643000000000000,-818416138781759378287,13392429603924294700,81081081081081081,597560975609756097,3638000000000000000000,3603000000000000000000,35000000000000000000,990379329301814183,987940630797773654,991406250000000000,238,12,12,256386475603119924
elastic,stale_references,503,thetashield,500000,786,2693764000000000000,-837658581558799339025,13280618862806187300,123076923076923076,549707602339181286,3501000000000000000000,3449000000000000000000,52000000000000000000,985147100828334761,965665236051502145,992214869599065784,236,0,0,
elastic,stale_references,503,coverage_thetashield,450000,767,2627498000000000000,-840047544688391533604,13280618862806187300,106060606060606060,549707602339181286,3501000000000000000000,3458000000000000000000,43000000000000000000,987717794915738360,975321888412017167,992214869599065784,237,13,13,204010033103231899
elastic,missing_callbacks,101,thetashield,500000,673,2409987000000000000,-1470673994826556845306,12764032957640328300,77922077922077922,613924050632911392,3653000000000000000000,3585000000000000000000,68000000000000000000,981385162879824801,958369470945359930,992000000000000000,235,0,0,
elastic,missing_callbacks,101,coverage_thetashield,450000,671,2404268000000000000,-1470679713826556845306,12764032957640328300,77922077922077922,613924050632911392,3653000000000000000000,3585000000000000000000,68000000000000000000,981385162879824801,958369470945359930,992000000000000000,235,20,20,169336631469115208
elastic,missing_callbacks,211,thetashield,500000,695,2444951000000000000,-1333787791270705951058,12607549366075492400,148648648648648648,548192771084337349,3430000000000000000000,3430000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,missing_callbacks,211,coverage_thetashield,450000,691,2428452000000000000,-1333804290270705951058,12607549366075492400,148648648648648648,548192771084337349,3430000000000000000000,3430000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,21,207812423223005989
elastic,missing_callbacks,307,thetashield,500000,727,2481709000000000000,-1325569467793323580261,12193289911932897900,27027027027027027,567901234567901234,3475000000000000000000,3414000000000000000000,61000000000000000000,982446043165467625,970616113744075829,987603305785123966,236,0,0,
elastic,missing_callbacks,307,coverage_thetashield,450000,721,2459598000000000000,-1325591578793323580261,12193289911932897900,27027027027027027,567901234567901234,3475000000000000000000,3414000000000000000000,61000000000000000000,982446043165467625,970616113744075829,987603305785123966,236,21,20,306803206034140562
elastic,missing_callbacks,401,thetashield,500000,778,2855713000000000000,-1738706061795309187438,14224885632248854900,68965517241379310,548022598870056497,3701000000000000000000,3626000000000000000000,75000000000000000000,979735206700891650,942857142857142857,992380261248185776,235,0,0,
elastic,missing_callbacks,401,coverage_thetashield,450000,769,2821035000000000000,-1738740739795309187438,14224885632248854900,68965517241379310,548022598870056497,3701000000000000000000,3626000000000000000000,75000000000000000000,979735206700891650,942857142857142857,992380261248185776,235,21,21,237967018164020036
elastic,missing_callbacks,503,thetashield,500000,696,2588255000000000000,-1647926374867116422729,13424369504243693700,136986301369863013,536585365853658536,3753000000000000000000,3710000000000000000000,43000000000000000000,988542499333866240,973890339425587467,995007680491551459,237,0,0,
elastic,missing_callbacks,503,coverage_thetashield,450000,694,2578321000000000000,-1647936308867116422729,13424369504243693700,136986301369863013,536585365853658536,3753000000000000000000,3710000000000000000000,43000000000000000000,988542499333866240,973890339425587467,995007680491551459,237,21,21,212300797849462386
elastic,replayed_callbacks,101,thetashield,500000,810,2823252000000000000,-1303400766191740425852,12429067274290671500,131578947368421052,376543209876543209,3498000000000000000000,3475000000000000000000,23000000000000000000,993424814179531160,978918423464711274,1000000000000000000,238,0,0,
elastic,replayed_callbacks,101,coverage_thetashield,450000,800,2786997000000000000,-1303437021191740425852,12429067274290671500,131578947368421052,376543209876543209,3498000000000000000000,3475000000000000000000,23000000000000000000,993424814179531160,978918423464711274,1000000000000000000,238,21,21,228477709802473716
elastic,replayed_callbacks,211,thetashield,500000,858,3048741000000000000,-1740483207668133950492,13500963485009633500,65573770491803278,370588235294117647,3771000000000000000000,3636000000000000000000,135000000000000000000,964200477326968973,994169096209912536,952954048140043763,231,0,0,
elastic,replayed_callbacks,211,coverage_thetashield,450000,846,3008882000000000000,-1740523066668133950492,13500963485009633500,65573770491803278,370588235294117647,3771000000000000000000,3636000000000000000000,135000000000000000000,964200477326968973,994169096209912536,952954048140043763,231,20,20,254989121703546554
elastic,replayed_callbacks,307,thetashield,500000,926,3240981000000000000,-1893860325548260582651,13329573843295737100,158730158730158730,298245614035087719,3564000000000000000000,3465000000000000000000,99000000000000000000,972222222222222222,941302027748132337,983250856490293110,234,0,0,
elastic,replayed_callbacks,307,coverage_thetashield,450000,909,3180578000000000000,-1893920728548260582651,13329573843295737100,158730158730158730,298245614035087719,3564000000000000000000,3465000000000000000000,99000000000000000000,972222222222222222,941302027748132337,983250856490293110,234,21,21,371437692541436501
elastic,replayed_callbacks,401,thetashield,500000,833,2972140000000000000,-1593788404709251981013,12844925988449258600,169014084507042253,335329341317365269,3613000000000000000000,3589000000000000000000,24000000000000000000,993357320786050373,1000000000000000000,990283400809716599,238,0,0,
elastic,replayed_callbacks,401,coverage_thetashield,450000,824,2960758000000000000,-1595237884643469367690,12912119269121191400,169014084507042253,333333333333333333,3613000000000000000000,3605000000000000000000,8000000000000000000,997785773595350124,1000000000000000000,996761133603238866,239,21,21,187734404986522929
elastic,replayed_callbacks,503,thetashield,500000,765,2601290000000000000,-1379141165202461315796,11848222838482227200,146666666666666666,405063291139240506,3536000000000000000000,3424000000000000000000,112000000000000000000,968325791855203619,958018471872376154,973560767590618336,233,0,0,
elastic,replayed_callbacks,503,coverage_thetashield,450000,759,2583183000000000000,-1379159272202461315796,11848222838482227200,146666666666666666,405063291139240506,3536000000000000000000,3424000000000000000000,112000000000000000000,968325791855203619,958018471872376154,973560767590618336,233,20,20,153927721634113628
elastic,out_of_order_callbacks,101,thetashield,500000,679,2466061000000000000,-1430793809925532570819,12813425178134250500,164383561643835616,668674698795180722,3639000000000000000000,3617000000000000000000,22000000000000000000,993954383072272602,981681931723563696,1000000000000000000,239,0,0,
elastic,out_of_order_callbacks,101,coverage_thetashield,450000,676,2455636000000000000,-1430804234925532570819,12813425178134250500,164383561643835616,668674698795180722,3639000000000000000000,3617000000000000000000,22000000000000000000,993954383072272602,981681931723563696,1000000000000000000,239,21,21,240596346385542192
elastic,out_of_order_callbacks,211,thetashield,500000,692,2519008000000000000,-1570780195431372051097,12973716569737164400,98591549295774647,595238095238095238,3557000000000000000000,3533000000000000000000,24000000000000000000,993252741073938712,1000000000000000000,990453460620525059,239,0,0,
elastic,out_of_order_callbacks,211,coverage_thetashield,450000,685,2492166000000000000,-1570807037431372051097,12973716569737164400,98591549295774647,595238095238095238,3557000000000000000000,3533000000000000000000,24000000000000000000,993252741073938712,1000000000000000000,990453460620525059,239,21,21,111228916626660276
elastic,out_of_order_callbacks,307,thetashield,500000,672,2481695000000000000,-1536267090299919961589,12787828057878279300,120000000000000000,588957055214723926,3747000000000000000000,3706000000000000000000,41000000000000000000,989057912997064318,1000000000000000000,983896307934014139,238,0,0,
elastic,out_of_order_callbacks,307,coverage_thetashield,450000,673,2486514000000000000,-1521204801455277882793,12785628277856281500,81081081081081081,582822085889570552,3747000000000000000000,3684000000000000000000,63000000000000000000,983186549239391513,981681931723563696,983896307934014139,237,21,21,209332365129500968
elastic,out_of_order_callbacks,401,thetashield,500000,726,2519738000000000000,-1491849716594591221503,12903920569039204400,136363636363636363,568047337278106508,3514000000000000000000,3455000000000000000000,59000000000000000000,983210017074558907,987841945288753799,981400870597546497,235,0,0,
elastic,out_of_order_callbacks,401,coverage_thetashield,450000,723,2505658000000000000,-1491863796594591221503,12903920569039204400,136363636363636363,568047337278106508,3514000000000000000000,3455000000000000000000,59000000000000000000,983210017074558907,987841945288753799,981400870597546497,235,21,21,202681556451612923
elastic,out_of_order_callbacks,503,thetashield,500000,689,2504166000000000000,-1184728876783254222916,12891121488911213600,93333333333333333,604938271604938271,3628000000000000000000,3588000000000000000000,40000000000000000000,988974641675854465,989738805970149253,988654147104851330,237,0,0,
elastic,out_of_order_callbacks,503,coverage_thetashield,450000,686,2493473000000000000,-1184739569783254222916,12891121488911213600,93333333333333333,604938271604938271,3628000000000000000000,3588000000000000000000,40000000000000000000,988974641675854465,989738805970149253,988654147104851330,237,21,20,238933903675538680
elastic,fee_oscillation,101,thetashield,500000,500,1811000000000000000,-7772188992621483584,8715646837156467500,0,1000000000000000000,3622000000000000000000,3622000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,fee_oscillation,101,coverage_thetashield,450000,500,1811000000000000000,-7772188992621483584,8715646837156467500,0,1000000000000000000,3622000000000000000000,3622000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,14,2187281250000000218
elastic,fee_oscillation,211,thetashield,500000,500,1791500000000000000,-28741605536693599506,8070351260703511800,0,1000000000000000000,3583000000000000000000,3583000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,fee_oscillation,211,coverage_thetashield,450000,500,1791500000000000000,-28741605536693599506,8070351260703511800,0,1000000000000000000,3583000000000000000000,3583000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,15,3182136363636363954
elastic,fee_oscillation,307,thetashield,500000,500,1834500000000000000,-11904885915166154619,8680665506806654200,0,1000000000000000000,3669000000000000000000,3669000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,fee_oscillation,307,coverage_thetashield,450000,500,1834500000000000000,-11904885915166154619,8680665506806654200,0,1000000000000000000,3669000000000000000000,3669000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,13,3859081521739130820
elastic,fee_oscillation,401,thetashield,500000,500,1773000000000000000,-1714568560294564699,8222640552226404700,0,1000000000000000000,3546000000000000000000,3546000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,fee_oscillation,401,coverage_thetashield,450000,500,1773000000000000000,-1714568560294564699,8222640552226404700,0,1000000000000000000,3546000000000000000000,3546000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,20,13,2410117529880478328
elastic,fee_oscillation,503,thetashield,500000,500,1796000000000000000,-14536946944044042319,8643284176432840900,0,1000000000000000000,3592000000000000000000,3592000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,0,0,
elastic,fee_oscillation,503,coverage_thetashield,450000,500,1796000000000000000,-14536946944044042319,8643284176432840900,0,1000000000000000000,3592000000000000000000,3592000000000000000000,0,1000000000000000000,1000000000000000000,1000000000000000000,240,21,15,285215223635617591
