scenario,seed,policy,event_count,gain_fee_pips,mean_applied_fee_pips,lp_fee_revenue_quote_wad,inventory_pnl_quote_wad,lp_net_pnl_quote_wad,realized_adverse_markout_quote_wad,benign_trader_fees_quote_wad,toxic_trader_fees_quote_wad,false_positive_rate_wad,false_negative_rate_wad,detection_latency_steps,toxic_notional_premium_rate_wad,time_above_baseline_rate_wad,fee_oscillation_pips,directionally_correct_toxic_rate_wad,toxic_buy_mean_fee_pips,toxic_sell_mean_fee_pips,correlation_with_volatility_only_wad,hook_gas_per_swap,reactive_callback_latency_steps,applied_callbacks,missing_callbacks,rejected_callbacks,expired_reference_count
alternating_toxicity,401,dead_band_no_persistence,240,350000,607,2194895000000000000,7119104226296832874,9313999226296832874,12309563123095630000,712041000000000000,1482854000000000000,341772151898734177,645962732919254658,29,384966777408637873,350000000000000000,5232,316770186335403726,632,583,285452037840236040,80253,3,30,0,0,0
alternating_toxicity,401,thetashield,240,500000,500,1797000000000000000,7119104226296832874,8916104226296832874,12309563123095630000,593000000000000000,1204000000000000000,0,1000000000000000000,,0,0,490,0,500,500,0,80253,3,30,0,0,0
alternating_toxicity,503,fixed_fee,240,0,500,1728000000000000000,-20574248074808057179,-18846248074808057179,12407949324079492000,549000000000000000,1179000000000000000,0,1000000000000000000,,0,0,0,0,500,500,0,80253,,0,0,0,0
alternating_toxicity,503,volatility_only,240,200000,861,2963741000000000000,-20574248074808057179,-17610507074808057179,12407949324079492000,799837000000000000,2163904000000000000,533333333333333333,42424242424242424,4,948685326547921967,825000000000000000,2724,0,906,928,1000000000000000000,80253,3,30,0,0,0
alternating_toxicity,503,raw_positive_markout,240,100000,815,2796804000000000000,-20574248074808057179,-17777444074808057179,12407949324079492000,763493000000000000,2033311000000000000,506666666666666666,115151515151515151,8,871501272264631043,766666666666666666,7206,369696969696969696,852,885,672404384943151456,80253,3,29,0,0,0
alternating_toxicity,503,dead_band_no_persistence,240,350000,651,2238698000000000000,-20574248074808057179,-18335550074808057179,12407949324079492000,639993000000000000,1598705000000000000,266666666666666666,448484848484848484,30,551314673452078032,462500000000000000,6492,339393939393939393,696,673,282956906765346233,80253,3,29,0,0,0
alternating_toxicity,503,thetashield,240,500000,523,1822594000000000000,-20574248074808057179,-18751654074808057179,12407949324079492000,569702000000000000,1252892000000000000,40000000000000000,945454545454545454,178,65733672603901611,50000000000000000,1926,54545454545454545,532,521,99613250477564510,80253,3,29,0,0,0
high_volatility_uninformed,101,fixed_fee,240,0,500,1835500000000000000,-8713430896764842140,-6877930896764842140,3541269135412691000,1835500000000000000,0,0,,,,0,0,,,,0,80253,,0,0,0,0
high_volatility_uninformed,101,volatility_only,240,200000,919,3364633000000000000,-8713430896764842140,-5348797896764842140,3541269135412691000,3364633000000000000,0,825000000000000000,,,,825000000000000000,2296,,,,1000000000000000000,80253,3,30,0,0,0
high_volatility_uninformed,101,raw_positive_markout,240,100000,517,1902057000000000000,-8713430896764842140,-6811373896764842140,3541269135412691000,1902057000000000000,0,337500000000000000,,,,337500000000000000,1086,,,,-110670993714261520,80253,3,29,0,0,0
high_volatility_uninformed,101,dead_band_no_persistence,240,350000,500,1835500000000000000,-8713430896764842140,-6877930896764842140,3541269135412691000,1835500000000000000,0,0,,,,0,0,,,,0,80253,3,29,0,0,0
high_volatility_uninformed,101,thetashield,240,500000,500,1835500000000000000,-8713430896764842140,-6877930896764842140,3541269135412691000,1835500000000000000,0,0,,,,0,0,,,,0,80253,3,29,0,0,0
high_volatility_uninformed,211,fixed_fee,240,0,500,1715000000000000000,3123310221706952876,4838310221706952876,3316305263163052300,1715000000000000000,0,0,,,,0,0,,,,0,80253,,0,0,0,0
high_volatility_uninformed,211,volatility_only,240,200000,906,3109485000000000000,3123310221706952876,6232795221706952876,3316305263163052300,3109485000000000000,0,825000000000000000,,,,825000000000000000,2204,,,,1000000000000000000,80253,3,30,0,0,0
high_volatility_uninformed,211,raw_positive_markout,240,100000,520,1781340000000000000,3123310221706952876,4904650221706952876,3316305263163052300,1781340000000000000,0,345833333333333333,,,,345833333333333333,1696,,,,-89192166578409864,80253,3,29,0,0,0
high_volatility_uninformed,211,dead_band_no_persistence,240,350000,500,1715000000000000000,3123310221706952876,4838310221706952876,3316305263163052300,1715000000000000000,0,0,,,,0,0,,,,0,80253,3,29,0,0,0
high_volatility_uninformed,211,thetashield,240,500000,500,1715000000000000000,3123310221706952876,4838310221706952876,3316305263163052300,1715000000000000000,0,0,,,,0,0,,,,0,80253,3,29,0,0,0
high_volatility_uninformed,307,fixed_fee,240,0,500,1799500000000000000,-993423513002069406,806076486997930594,3822528428225283900,1799500000000000000,0,0,,,,0,0,,,,0,80253,,0,0,0,0
high_volatility_uninformed,307,volatility_only,240,200000,897,3252673000000000000,-993423513002069406,2259249486997930594,3822528428225283900,3252673000000000000,0,825000000000000000,,,,825000000000000000,2314,,,,1000000000000000000,80253,3,30,0,0,0
high_volatility_uninformed,307,raw_positive_markout,240,100000,538,1949357000000000000,-993423513002069406,955933486997930594,3822528428225283900,1949357000000000000,0,416666666666666666,,,,416666666666666666,3010,,,,151879361650927061,80253,3,29,0,0,0
high_volatility_uninformed,307,dead_band_no_persistence,240,350000,500,1799500000000000000,-993423513002069406,806076486997930594,3822528428225283900,1799500000000000000,0,0,,,,0,0,,,,0,80253,3,29,0,0,0
high_volatility_uninformed,307,thetashield,240,500000,500,1799500000000000000,-993423513002069406,806076486997930594,3822528428225283900,1799500000000000000,0,0,,,,0,0,,,,0,80253,3,29,0,0,0
high_volatility_uninformed,401,fixed_fee,240,0,500,1851500000000000000,1292352978858659902,3143852978858659902,3691556836915568000,1851500000000000000,0,0,,,,0,0,,,,0,80253,,0,0,0,0
high_volatility_uninformed,401,volatility_only,240,200000,913,3380747000000000000,1292352978858659902,4673099978858659902,3691556836915568000,3380747000000000000,0,825000000000000000,,,,825000000000000000,2202,,,,1000000000000000000,80253,3,30,0,0,0
high_volatility_uninformed,401,raw_positive_markout,240,100000,518,1924099000000000000,1292352978858659902,3216451978858659902,3691556836915568000,1924099000000000000,0,345833333333333333,,,,345833333333333333,852,,,,218243522798607544,80253,3,29,0,0,0
high_volatility_uninformed,401,dead_band_no_persistence,240,350000,500,1851500000000000000,1292352978858659902,3143852978858659902,3691556836915568000,1851500000000000000,0,0,,,,0,0,,,,0,80253,3,29,0,0,0
high_volatility_uninformed,401,thetashield,240,500000,500,1851500000000000000,1292352978858659902,3143852978858659902,3691556836915568000,1851500000000000000,0,0,,,,0,0,,,,0,80253,3,29,0,0,0
high_volatility_uninformed,503,fixed_fee,240,0,500,1873500000000000000,-9907356168764416295,-8033856168764416295,3431643704316436700,1873500000000000000,0,0,,,,0,0,,,,0,80253,,0,0,0,0
high_volatility_uninformed,503,volatility_only,240,200000,936,3492317000000000000,-9907356168764416295,-6415039168764416295,3431643704316436700,3492317000000000000,0,825000000000000000,,,,825000000000000000,2096,,,,1000000000000000000,80253,3,30,0,0,0
high_volatility_uninformed,503,raw_positive_markout,240,100000,515,1930956000000000000,-9907356168764416295,-7976400168764416295,3431643704316436700,1930956000000000000,0,254166666666666666,,,,254166666666666666,1248,,,,12920115359695232,80253,3,29,0,0,0
high_volatility_uninformed,503,dead_band_no_persistence,240,350000,500,1873500000000000000,-9907356168764416295,-8033856168764416295,3431643704316436700,1873500000000000000,0,0,,,,0,0,,,,0,80253,3,29,0,0,0
high_volatility_uninformed,503,thetashield,240,500000,500,1873500000000000000,-9907356168764416295,-8033856168764416295,3431643704316436700,1873500000000000000,0,0,,,,0,0,,,,0,80253,3,29,0,0,0
toxic_volatility_burst,101,fixed_fee,240,0,500,1896500000000000000,-61571617373927859796,-59675117373927859796,5068252440682523900,1528500000000000000,368000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
toxic_volatility_burst,101,volatility_only,240,200000,710,2643791000000000000,-61571617373927859796,-58927826373927859796,5068252440682523900,1931675000000000000,712116000000000000,771739130434782608,0,0,1000000000000000000,825000000000000000,4948,0,951,,1000000000000000000,80253,3,30,0,0,0
toxic_volatility_burst,101,raw_positive_markout,240,100000,645,2385500000000000000,-61571617373927859796,-59186117373927859796,5068252440682523900,1630198000000000000,755302000000000000,293478260869565217,160714285714285714,9,841032608695652173,420833333333333333,2016,839285714285714285,1018,,658775671287144965,80253,3,29,0,0,0
toxic_volatility_burst,101,dead_band_no_persistence,240,350000,640,2374578000000000000,-61571617373927859796,-59197039373927859796,5068252440682523900,1717631000000000000,656947000000000000,81521739130434782,303571428571428571,9,701086956521739130,225000000000000000,4624,696428571428571428,898,,385624931339373183,80253,3,29,0,0,0
toxic_volatility_burst,101,thetashield,240,500000,553,2097091000000000000,-61571617373927859796,-59474526373927859796,5068252440682523900,1675541000000000000,421550000000000000,81521739130434782,875000000000000000,49,122282608695652173,91666666666666666,2188,125000000000000000,574,,-8582729764754329,80253,3,29,0,0,0
toxic_volatility_burst,211,fixed_fee,240,0,500,1782500000000000000,-214061397937394704761,-212278897937394704761,5238413042384129900,1377000000000000000,405500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
toxic_volatility_burst,211,volatility_only,240,200000,707,2476603000000000000,-214061397937394704761,-211584794937394704761,5238413042384129900,1730457000000000000,746146000000000000,771739130434782608,0,0,1000000000000000000,825000000000000000,4880,0,943,,1000000000000000000,80253,3,30,0,0,0
toxic_volatility_burst,211,raw_positive_markout,240,100000,637,2265645000000000000,-214061397937394704761,-211795752937394704761,5238413042384129900,1453584000000000000,812061000000000000,184782608695652173,71428571428571428,4,905055487053020961,358333333333333333,1745,928571428571428571,1008,,696503224970780267,80253,3,30,0,0,0
toxic_volatility_burst,211,dead_band_no_persistence,240,350000,602,2159602000000000000,-214061397937394704761,-211901795937394704761,5238413042384129900,1448180000000000000,711422000000000000,59782608695652173,357142857142857142,12,647348951911220715,195833333333333333,3042,642857142857142857,866,,430821908540612726,80253,3,30,0,0,0
toxic_volatility_burst,211,thetashield,240,500000,500,1782500000000000000,-214061397937394704761,-212278897937394704761,5238413042384129900,1377000000000000000,405500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,3,30,0,0,0
toxic_volatility_burst,307,fixed_fee,240,0,500,1756500000000000000,-95134806004831224200,-93378306004831224200,5696773666967736100,1320000000000000000,436500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
toxic_volatility_burst,307,volatility_only,240,200000,708,2510760000000000000,-95134806004831224200,-92624046004831224200,5696773666967736100,1693476000000000000,817284000000000000,771739130434782608,0,0,1000000000000000000,825000000000000000,4818,0,950,,1000000000000000000,80253,3,30,0,0,0
toxic_volatility_burst,307,raw_positive_markout,240,100000,645,2294571000000000000,-95134806004831224200,-92840235004831224200,5696773666967736100,1411705000000000000,882866000000000000,217391304347826086,17857142857142857,1,971363115693012600,395833333333333333,1948,982142857142857142,1007,,693384929478462089,80253,3,29,0,0,0
toxic_volatility_burst,307,dead_band_no_persistence,240,350000,629,2254504000000000000,-95134806004831224200,-92880302004831224200,5696773666967736100,1500846000000000000,753658000000000000,97826086956521739,482142857142857142,11,550973654066437571,195833333333333333,4252,517857142857142857,828,,418197603312148490,80253,3,29,0,0,0
toxic_volatility_burst,307,thetashield,240,500000,557,1958636000000000000,-95134806004831224200,-93176170004831224200,5696773666967736100,1472372000000000000,486264000000000000,97826086956521739,910714285714285714,51,89347079037800687,95833333333333333,2224,89285714285714285,556,,92873847495239427,80253,3,29,0,0,0
toxic_volatility_burst,401,fixed_fee,240,0,500,1771500000000000000,-97056742210835099892,-95285242210835099892,5345402923454028700,1370000000000000000,401500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
toxic_volatility_burst,401,volatility_only,240,200000,715,2503408000000000000,-97056742210835099892,-94553334210835099892,5345402923454028700,1742802000000000000,760606000000000000,771739130434782608,0,0,1000000000000000000,825000000000000000,4962,0,963,,1000000000000000000,80253,3,30,0,0,0
toxic_volatility_burst,401,raw_positive_markout,240,100000,639,2242934000000000000,-97056742210835099892,-94813808210835099892,5345402923454028700,1445429000000000000,797505000000000000,413043478260869565,160714285714285714,9,803237858032378580,512500000000000000,2872,839285714285714285,1017,,724425229964163227,80253,3,29,0,0,0
toxic_volatility_burst,401,dead_band_no_persistence,240,350000,618,2178446000000000000,-97056742210835099892,-94878296210835099892,5345402923454028700,1503911000000000000,674535000000000000,76086956521739130,303571428571428571,9,656288916562889165,220833333333333333,5232,696428571428571428,860,,495797314791685295,80253,3,29,0,0,0
toxic_volatility_burst,401,thetashield,240,500000,543,1932531000000000000,-97056742210835099892,-95124211210835099892,5345402923454028700,1475582000000000000,456949000000000000,76086956521739130,875000000000000000,49,125778331257783312,87500000000000000,2856,125000000000000000,568,,120110680205862289,80253,3,29,0,0,0
toxic_volatility_burst,503,fixed_fee,240,0,500,1740500000000000000,-77615113286549489061,-75874613286549489061,5542097655420976000,1345500000000000000,395000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
toxic_volatility_burst,503,volatility_only,240,200000,707,2447835000000000000,-77615113286549489061,-75167278286549489061,5542097655420976000,1694126000000000000,753709000000000000,771739130434782608,0,0,1000000000000000000,825000000000000000,4952,0,959,,1000000000000000000,80253,3,30,0,0,0
toxic_volatility_burst,503,raw_positive_markout,240,100000,646,2230905000000000000,-77615113286549489061,-75384208286549489061,5542097655420976000,1414561000000000000,816344000000000000,434782608695652173,0,0,1000000000000000000,566666666666666666,2018,1000000000000000000,1038,,757497041034034949,80253,3,29,0,0,0
toxic_volatility_burst,503,dead_band_no_persistence,240,350000,606,2100371000000000000,-77615113286549489061,-75514742286549489061,5542097655420976000,1415925000000000000,684446000000000000,59782608695652173,357142857142857142,12,634177215189873417,195833333333333333,3300,642857142857142857,868,,514682990365291268,80253,3,29,0,0,0
toxic_volatility_burst,503,thetashield,240,500000,553,1917307000000000000,-77615113286549489061,-75697806286549489061,5542097655420976000,1390115000000000000,527192000000000000,59782608695652173,642857142857142857,36,337974683544303797,129166666666666666,1374,357142857142857142,675,,123337595381461149,80253,3,29,0,0,0
neutral_inside_attack,101,fixed_fee,240,0,500,1849000000000000000,-813213088993392503193,-811364088993392503193,10697046396970462900,801500000000000000,1047500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
neutral_inside_attack,101,volatility_only,240,200000,807,2992505000000000000,-813213088993392503193,-810220583993392503193,10697046396970462900,1137254000000000000,1855251000000000000,596153846153846153,0,0,1000000000000000000,825000000000000000,3912,0,884,,1000000000000000000,80253,3,30,0,0,0
neutral_inside_attack,101,raw_positive_markout,240,100000,778,2873622000000000000,-813213088993392503193,-810339466993392503193,10697046396970462900,925984000000000000,1947638000000000000,201923076923076923,51470588235294117,8,949403341288782816,625000000000000000,2826,948529411764705882,931,,560230560908942044,80253,3,29,0,0,0
neutral_inside_attack,101,dead_band_no_persistence,240,350000,750,2768690000000000000,-813213088993392503193,-810444398993392503193,10697046396970462900,926183000000000000,1842507000000000000,182692307692307692,220588235294117647,33,777088305489260143,520833333333333333,3286,779411764705882352,881,,277168435035677225,80253,3,29,0,0,0
neutral_inside_attack,101,thetashield,240,500000,758,2798062000000000000,-813213088993392503193,-810415026993392503193,10697046396970462900,948742000000000000,1849320000000000000,173076923076923076,389705882352941176,58,616706443914081145,420833333333333333,3042,610294117647058823,883,,278089872872644195,80253,3,29,0,0,0
neutral_inside_attack,211,fixed_fee,240,0,500,1764000000000000000,-904466344180943401363,-902702344180943401363,10667647436676473300,736000000000000000,1028000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
neutral_inside_attack,211,volatility_only,240,200000,809,2839434000000000000,-904466344180943401363,-901626910180943401363,10667647436676473300,1050118000000000000,1789316000000000000,584158415841584158,0,0,1000000000000000000,825000000000000000,4292,0,874,,1000000000000000000,80253,3,30,0,0,0
neutral_inside_attack,211,raw_positive_markout,240,100000,800,2813228000000000000,-904466344180943401363,-901653116180943401363,10667647436676473300,856271000000000000,1956957000000000000,297029702970297029,64748201438848920,9,937743190661478599,666666666666666666,1842,935251798561151079,947,,563215017420549877,80253,3,29,0,0,0
neutral_inside_attack,211,dead_band_no_persistence,240,350000,799,2809634000000000000,-904466344180943401363,-901656710180943401363,10667647436676473300,907303000000000000,1902331000000000000,227722772277227722,107913669064748201,18,887159533073929961,612500000000000000,3264,892086330935251798,924,,285919765203347970,80253,3,29,0,0,0
neutral_inside_attack,211,thetashield,240,500000,793,2791302000000000000,-904466344180943401363,-901675042180943401363,10667647436676473300,948311000000000000,1842991000000000000,207920792079207920,381294964028776978,60,617704280155642023,445833333333333333,3028,618705035971223021,895,,169924919777629726,80253,3,29,0,0,0
neutral_inside_attack,307,fixed_fee,240,0,500,1709000000000000000,-956495464293487159641,-954786464293487159641,10141396481413963800,725000000000000000,984000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
neutral_inside_attack,307,volatility_only,240,200000,809,2766413000000000000,-956495464293487159641,-953729051293487159641,10141396481413963800,1052068000000000000,1714345000000000000,588235294117647058,0,0,1000000000000000000,825000000000000000,4184,0,868,,1000000000000000000,80253,3,30,0,0,0
neutral_inside_attack,307,raw_positive_markout,240,100000,787,2694250000000000000,-956495464293487159641,-953801214293487159641,10141396481413963800,827805000000000000,1866445000000000000,313725490196078431,43478260869565217,6,950203252032520325,683333333333333333,2709,956521739130434782,947,,490561081351437115,80253,3,30,0,0,0
neutral_inside_attack,307,dead_band_no_persistence,240,350000,804,2737426000000000000,-956495464293487159641,-953758038293487159641,10141396481413963800,861821000000000000,1875605000000000000,225490196078431372,152173913043478260,14,839430894308943089,583333333333333333,4962,847826086956521739,958,,298599090382999133,80253,3,30,0,0,0
neutral_inside_attack,307,thetashield,240,500000,792,2694494000000000000,-956495464293487159641,-953800970293487159641,10141396481413963800,939637000000000000,1754857000000000000,225490196078431372,442028985507246376,58,538109756097560975,416666666666666666,4730,557971014492753623,901,,281208010944239295,80253,3,30,0,0,0
neutral_inside_attack,401,fixed_fee,240,0,500,1774500000000000000,-777387938336097426006,-775613438336097426006,9721940627219405300,841500000000000000,933000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
neutral_inside_attack,401,volatility_only,240,200000,825,2923008000000000000,-777387938336097426006,-774464930336097426006,9721940627219405300,1256106000000000000,1666902000000000000,600000000000000000,0,0,1000000000000000000,825000000000000000,3610,0,896,,1000000000000000000,80253,3,30,0,0,0
neutral_inside_attack,401,raw_positive_markout,240,100000,782,2731781000000000000,-777387938336097426006,-774656157336097426006,9721940627219405300,1007139000000000000,1724642000000000000,380952380952380952,59259259259259259,0,939442658092175777,695833333333333333,2160,940740740740740740,922,,616602941817684284,80253,3,29,0,0,0
neutral_inside_attack,401,dead_band_no_persistence,240,350000,735,2580702000000000000,-777387938336097426006,-774807236336097426006,9721940627219405300,969188000000000000,1611514000000000000,238095238095238095,192592592592592592,18,806002143622722400,558333333333333333,3848,807407407407407407,855,,362409842016939671,80253,3,29,0,0,0
neutral_inside_attack,401,thetashield,240,500000,720,2541250000000000000,-777387938336097426006,-774846688336097426006,9721940627219405300,1007400000000000000,1533850000000000000,219047619047619047,474074074074074074,60,542872454448017148,391666666666666666,3072,525925925925925925,810,,346259609279905534,80253,3,29,0,0,0
neutral_inside_attack,503,fixed_fee,240,0,500,1823000000000000000,-935209464150904695539,-933386464150904695539,10830029338300292300,802500000000000000,1020500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
neutral_inside_attack,503,volatility_only,240,200000,820,2980392000000000000,-935209464150904695539,-932229072150904695539,10830029338300292300,1150996000000000000,1829396000000000000,592233009708737864,0,0,1000000000000000000,825000000000000000,4114,0,894,,1000000000000000000,80253,3,30,0,0,0
neutral_inside_attack,503,raw_positive_markout,240,100000,794,2882654000000000000,-935209464150904695539,-932326810150904695539,10830029338300292300,967962000000000000,1914692000000000000,271844660194174757,29197080291970802,4,963743263106320431,670833333333333333,2892,970802919708029197,941,,562464380789550276,80253,3,29,0,0,0
neutral_inside_attack,503,dead_band_no_persistence,240,350000,756,2723703000000000000,-935209464150904695539,-932485761150904695539,10830029338300292300,947159000000000000,1776544000000000000,233009708737864077,197080291970802919,20,793728564429201371,558333333333333333,3368,802919708029197080,880,,301765740086909962,80253,3,29,0,0,0
neutral_inside_attack,503,thetashield,240,500000,746,2684959000000000000,-935209464150904695539,-932524505150904695539,10830029338300292300,997695000000000000,1687264000000000000,223300970873786407,423357664233576642,53,558549730524252817,425000000000000000,3596,576642335766423357,844,,270611698935456552,80253,3,29,0,0,0
microtrade_spam,101,fixed_fee,240,0,500,413805000000000000,-128919845423495859262,-128506040423495859262,4253198705131986626,29305000000000000,384500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
microtrade_spam,101,volatility_only,240,200000,871,741179020000000000,-128919845423495859262,-128178666403495859262,4253198705131986626,31383020000000000,709796000000000000,794736842105263157,60000000000000000,9,945383615084525357,825000000000000000,2282,0,919,,1000000000000000000,80253,3,30,0,0,0
microtrade_spam,101,raw_positive_markout,240,100000,801,805213900000000000,-128919845423495859262,-128114631523495859262,4253198705131986626,34792900000000000,770421000000000000,484210526315789473,40000000000000000,0,980494148244473342,583333333333333333,5950,960000000000000000,989,,322087128171538115,80253,3,29,0,0,0
microtrade_spam,101,dead_band_no_persistence,240,350000,509,417280100000000000,-128919845423495859262,-128502565323495859262,4253198705131986626,29370100000000000,387910000000000000,31578947368421052,980000000000000000,160,14304291287386215,29166666666666666,620,20000000000000000,506,,79458549146255820,80253,3,29,0,0,0
microtrade_spam,101,thetashield,240,500000,500,413805000000000000,-128919845423495859262,-128506040423495859262,4253198705131986626,29305000000000000,384500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,3,29,0,0,0
microtrade_spam,211,fixed_fee,240,0,500,424655000000000000,-144252391673995252421,-143827736673995252421,4228086216980861747,63155000000000000,361500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
microtrade_spam,211,volatility_only,240,200000,860,722781860000000000,-144252391673995252421,-143529609813995252421,4228086216980861747,65059860000000000,657722000000000000,795811518324607329,61224489795918367,9,952973720608575380,825000000000000000,2474,0,904,,1000000000000000000,80253,3,30,0,0,0
microtrade_spam,211,raw_positive_markout,240,100000,761,803642550000000000,-144252391673995252421,-143448749123995252421,4228086216980861747,92448550000000000,711194000000000000,408376963350785340,40816326530612244,0,957123098201936376,520833333333333333,6610,959183673469387755,982,,200714041246058434,80253,3,29,0,0,0
microtrade_spam,211,dead_band_no_persistence,240,350000,518,444693480000000000,-144252391673995252421,-143807698193995252421,4228086216980861747,63241480000000000,381452000000000000,52356020942408376,877551020408163265,70,99585062240663900,66666666666666666,1092,122448979591836734,533,,187187042227261292,80253,3,29,0,0,0
microtrade_spam,211,thetashield,240,500000,500,424655000000000000,-144252391673995252421,-143827736673995252421,4228086216980861747,63155000000000000,361500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,3,29,0,0,0
microtrade_spam,307,fixed_fee,240,0,500,410230000000000000,-131061391051462302972,-130651161051462302972,4101328881313288403,79730000000000000,330500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
microtrade_spam,307,volatility_only,240,200000,857,683054660000000000,-131061391051462302972,-130378336391462302972,4101328881313288403,81760660000000000,601294000000000000,798969072164948453,65217391304347826,10,962178517397881996,825000000000000000,2588,0,898,,1000000000000000000,80253,3,30,0,0,0
microtrade_spam,307,raw_positive_markout,240,100000,772,790311700000000000,-131061391051462302972,-130271079351462302972,4101328881313288403,152036700000000000,638275000000000000,448453608247422680,43478260869565217,0,934947049924357034,545833333333333333,7824,956521739130434782,975,,88566610246515883,80253,3,29,0,0,0
microtrade_spam,307,dead_band_no_persistence,240,350000,509,420565160000000000,-131061391051462302972,-130640825891462302972,4101328881313288403,79773160000000000,340792000000000000,25773195876288659,956521739130434782,116,46898638426626323,29166666666666666,1328,43478260869565217,514,,138382422506941074,80253,3,29,0,0,0
microtrade_spam,307,thetashield,240,500000,500,410230000000000000,-131061391051462302972,-130651161051462302972,4101328881313288403,79730000000000000,330500000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,3,29,0,0,0
microtrade_spam,401,fixed_fee,240,0,500,393790000000000000,-123496844655066476748,-123103054655066476748,4098834125988340850,40790000000000000,353000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
microtrade_spam,401,volatility_only,240,200000,865,702306320000000000,-123496844655066476748,-122794538335066476748,4098834125988340850,42825320000000000,659481000000000000,784210526315789473,20000000000000000,4,974504249291784702,825000000000000000,2524,0,933,,1000000000000000000,80253,3,30,0,0,0
microtrade_spam,401,raw_positive_markout,240,100000,805,763161160000000000,-123496844655066476748,-122733683495066476748,4098834125988340850,54433160000000000,708728000000000000,478947368421052631,20000000000000000,0,967422096317280453,583333333333333333,8148,980000000000000000,1012,,126584280641340236,80253,3,29,0,0,0
microtrade_spam,401,dead_band_no_persistence,240,350000,516,422721160000000000,-123496844655066476748,-123074123495066476748,4098834125988340850,40861160000000000,381860000000000000,47368421052631578,880000000000000000,81,130311614730878186,62500000000000000,1124,120000000000000000,535,,182699962476255887,80253,3,29,0,0,0
microtrade_spam,401,thetashield,240,500000,500,393790000000000000,-123496844655066476748,-123103054655066476748,4098834125988340850,40790000000000000,353000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,3,29,0,0,0
microtrade_spam,503,fixed_fee,240,0,500,378215000000000000,-125294683825491531569,-124916468825491531569,3950227004702269652,60215000000000000,318000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,,0,0,0,0
microtrade_spam,503,volatility_only,240,200000,859,647818600000000000,-125294683825491531569,-124646865225491531569,3950227004702269652,62130600000000000,585688000000000000,790816326530612244,22727272727272727,5,979559748427672955,825000000000000000,2640,0,923,,1000000000000000000,80253,3,30,0,0,0
microtrade_spam,503,raw_positive_markout,240,100000,749,701428750000000000,-125294683825491531569,-124593255075491531569,3950227004702269652,85616750000000000,615812000000000000,413265306122448979,68181818181818181,0,968553459119496855,508333333333333333,9490,931818181818181818,954,,136343321519242265,80253,3,29,0,0,0
microtrade_spam,503,dead_band_no_persistence,240,350000,513,389570380000000000,-125294683825491531569,-124905113445491531569,3950227004702269652,60284380000000000,329286000000000000,30612244897959183,954545454545454545,128,42452830188679245,33333333333333333,1560,45454545454545454,519,,85903631202792492,80253,3,29,0,0,0
microtrade_spam,503,thetashield,240,500000,500,378215000000000000,-125294683825491531569,-124916468825491531569,3950227004702269652,60215000000000000,318000000000000000,0,1000000000000000000,,0,0,0,0,500,,0,80253,3,29,0,0,0
oversized_observation,101,fixed_fee,240,0,500,2937000000000000000,-795009811755054463576,-792072811755054463576,28178928712649406300,1264000000000000000,1673000000000000000,0,1000000000000000000,,0,0,0,0,,500,0,80253,,0,0,0,0
oversized_observation,101,volatility_only,240,200000,897,5557654000000000000,-795009811755054463576,-789452157755054463576,28178928712649406300,2115845000000000000,3441809000000000000,730769230769230769,0,0,1000000000000000000,825000000000000000,1828,0,,1007,1000000000000000000,80253,3,30,0,0,0
oversized_observation,101,raw_positive_markout,240,100000,673,4504539000000000000,-795009811755054463576,-790505272755054463576,28178928712649406300,1580113000000000000,2924426000000000000,461538461538461538,47619047619047619,12,984160191273161984,633333333333333333,4518,952380952380952380,,781,536536387569462861,80253,3,29,0,0,0
oversized_observation,101,dead_band_no_persistence,240,350000,529,3524454000000000000,-795009811755054463576,-791485357755054463576,28178928712649406300,1327531000000000000,2196923000000000000,96153846153846153,797619047619047619,61,673939031679617453,133333333333333333,1316,202380952380952380,,542,271379827934255548,80253,3,29,0,0,0
